gid,lbl,val,geometry,경도,위도
가나51bb21bb,12,12,"MULTIPOLYGON (((126.9556224006059 37.29344635590854, 126.955606162361 37.29569974908289, 126.9584267404469 37.29571268912601, 126.9584428945692 37.29345929490248, 126.9556224006059 37.29344635590854)))",126.9570245,37.29457953
가나53ba24ba,12,12,"MULTIPOLYGON (((126.9751936567303 37.31832287434349, 126.9751779881766 37.32057626522415, 126.9779995046329 37.32058874590219, 126.9780150889596 37.31833535400985, 126.9751936567303 37.31832287434349)))",126.9765966,37.31945582
가나55ab17ba,12,12,"MULTIPOLYGON (((126.9953652486959 37.25531332832833, 126.9953502166506 37.25756675040191, 126.9981693901973 37.2575787329268, 126.9981843382762 37.25532530988131, 126.9953652486959 37.25531332832833)))",126.9967673,37.25644604
가나54bb17ab,11,11,"MULTIPOLYGON (((126.9897422728487 37.25303574289562, 126.9897270745627 37.25528916387408, 126.9925461607882 37.25530127965922, 126.9925612751176 37.25304785769801, 126.9897422728487 37.25303574289562)))",126.9911442,37.25416852
가나55aa24ba,11,11,"MULTIPOLYGON (((126.9921222759352 37.31839674332009, 126.9921071127465 37.32065014018905, 126.99492863947 37.32066221722487, 126.9949437184305 37.31840881937693, 126.9921222759352 37.31839674332009)))",126.9935254,37.31952949
가나53aa16aa,11,11,"MULTIPOLYGON (((126.9700882083811 37.24168197747823, 126.9700724311853 37.24393539575202, 126.9728910856924 37.24394797624208, 126.9729067789796 37.24169455694773, 126.9700882083811 37.24168197747823)))",126.9714896,37.24281498
가나52ab19ba,10,10,"MULTIPOLYGON (((126.9614079398758 37.27319157031815, 126.9613918859639 37.27544497337836, 126.964211710867 37.27545776965403, 126.9642276807402 37.27320436555608, 126.9614079398758 37.27319157031815)))",126.9628098,37.27432468
가나57ab24ab,10,10,"MULTIPOLYGON (((127.0175297215454 37.31624959980015, 127.0175153180205 37.31850300614852, 127.0203367752821 37.31851447678274, 127.0203510945864 37.31626106950453, 127.0175297215454 37.31624959980015)))",127.0189332,37.31738204
가나53ab14ba,10,10,"MULTIPOLYGON (((126.9730009020398 37.22817402301141, 126.9729852192268 37.23042744749716, 126.975803372168 37.23043995480954, 126.9758189711283 37.22818652930904, 126.9730009020398 37.22817402301141)))",126.9744021,37.22930699
가나53aa15ba,10,10,"MULTIPOLYGON (((126.9701197575063 37.23717513833462, 126.9701039838214 37.23942855833909, 126.9729224705207 37.23944113678809, 126.9729381603158 37.23718771576321, 126.9701197575063 37.23717513833462)))",126.9715211,37.23830814
가나57aa15ab,10,10,"MULTIPOLYGON (((127.0152288365468 37.23511489198779, 127.015214406729 37.23736832853056, 127.0180328363515 37.23737983279867, 127.0180471822856 37.23512639532259, 127.0152288365468 37.23511489198779)))",127.0166308,37.23624737
가나50aa18bb,9,9,"MULTIPOLYGON (((126.9360807731398 37.26631320545066, 126.9360639685004 37.26856660152522, 126.9388835249042 37.26857999900852, 126.9389002455349 37.26632660184739, 126.9360807731398 37.26631320545066)))",126.9374821,37.26744661
가나60bb19ba,9,9,"MULTIPOLYGON (((127.0572800702773 37.27358893185156, 127.0572668737914 37.27584236713901, 127.0600867538773 37.27585287977802, 127.0600998663181 37.27359944363801, 127.0572800702773 37.27358893185156)))",127.0586834,37.27472091
가나50bb19bb,9,9,"MULTIPOLYGON (((126.9444729743935 37.27536678529322, 126.944456414411 37.27762018114651, 126.9472763125004 37.27763338147228, 126.9472927884361 37.27537998454854, 126.9444729743935 37.27536678529322)))",126.9458746,37.27650009
가나50ab21bb,9,9,"MULTIPOLYGON (((126.9386994751021 37.29336731060419, 126.9386827321268 37.29562069736905, 126.9415032992284 37.29563404068439, 126.9415199580825 37.29338065283766, 126.9386994751021 37.29336731060419)))",126.9401014,37.29450068
가나50bb18aa,9,9,"MULTIPOLYGON (((126.9445888426846 37.25959299006826, 126.9445722955972 37.26184639198441, 126.9473916055554 37.26185958481823, 126.9474080686615 37.25960618183205, 126.9445888426846 37.25959299006826)))",126.9459902,37.26072629
가나53ab16ba,9,9,"MULTIPOLYGON (((126.9728753906587 37.24620139467114, 126.9728596938783 37.24845481223488, 126.9756785179772 37.24846732766741, 126.9756941308301 37.24621390908845, 126.9728753906587 37.24620139467114)))",126.9742769,37.24733437
가나57ab26ab,9,9,"MULTIPOLYGON (((127.0174144484466 37.33427682636582, 127.0174000320909 37.33653022579361, 127.0202221634543 37.33654170386848, 127.0202364955145 37.33428830351043, 127.0174144484466 37.33427682636582)))",127.0188183,37.33540927
가나54bb17ba,9,9,"MULTIPOLYGON (((126.9897270745627 37.25528916387408, 126.9897118745853 37.25754258398749, 126.9925310447768 37.25755470075543, 126.9925461607882 37.25530127965922, 126.9897270745627 37.25528916387408)))",126.991129,37.25642194
가나54ab19ba,9,9,"MULTIPOLYGON (((126.9839659160267 37.27329205178209, 126.9839505344302 37.27554546299162, 126.9867703732901 37.27555772195372, 126.9867856708462 37.27330430975004, 126.9839659160267 37.27329205178209)))",126.9853681,37.27442489
가나52ab22ab,9,9,"MULTIPOLYGON (((126.9612312485425 37.29797895635789, 126.9612151749655 37.30023234989316, 126.9640359249117 37.30024515758785, 126.9640519143471 37.29799176301418, 126.9612312485425 37.29797895635789)))",126.9626336,37.29911206
가나50ba21aa,8,8,"MULTIPOLYGON (((126.9415699235225 37.28662048409914, 126.9415532702293 37.288873874545, 126.9443735868489 37.28888714741957, 126.9443901560486 37.28663375589746, 126.9415699235225 37.28662048409914)))",126.9429717,37.28775382
가나53aa15aa,8,8,"MULTIPOLYGON (((126.9701512996108 37.23266829572981, 126.970135529436 37.23492171746486, 126.972953848365 37.23493429387306, 126.9729695346686 37.23268087111772, 126.9701512996108 37.23266829572981)))",126.9715526,37.2338013
가나59bb21bb,8,8,"MULTIPOLYGON (((127.0458790526748 37.29382706837976, 127.0458655064486 37.29608049242484, 127.0486861374248 37.29609128160528, 127.0486995995223 37.29383785668542, 127.0458790526748 37.29382706837976)))",127.0472826,37.29495918
가나52aa22ab,8,8,"MULTIPOLYGON (((126.9584105845266 37.29796608248349, 126.9583944268082 37.30021947497492, 126.9612151749655 37.30023234989316, 126.9612312485425 37.29797895635789, 126.9584105845266 37.29796608248349)))",126.9598129,37.29909922
가나56bb25aa,8,8,"MULTIPOLYGON (((127.0118432595196 37.3229866694205, 127.0118286826879 37.32524007129744, 127.0146503894504 37.32525167929342, 127.0146648820339 37.32299827647559, 127.0118432595196 37.3229866694205)))",127.0132468,37.32411918
가나61ba18bb,8,8,"MULTIPOLYGON (((127.0657782871755 37.26685994705507, 127.0657653471464 37.269113387475, 127.0685849794734 37.26912369610177, 127.0685978354848 37.26687025484579, 127.0657782871755 37.26685994705507)))",127.0671816,37.26799183
가나52ab20ab,8,8,"MULTIPOLYGON (((126.9613597727799 37.27995177690133, 126.9613437135073 37.28220517736406, 126.9641637905825 37.28221797675327, 126.9641797657884 37.27996457525264, 126.9613597727799 37.27995177690133)))",126.9627618,37.28108488
가나54ba22bb,7,7,"MULTIPOLYGON (((126.9865866697624 37.30259860090148, 126.986571350058 37.30485200185517, 126.9893922839988 37.30486420651101, 126.9894075195411 37.30261080456786, 126.9865866697624 37.30259860090148)))",126.9879895,37.30373141
가나54ba17ba,7,7,"MULTIPOLYGON (((126.9869079900285 37.25527698097306, 126.9868927060854 37.25753040009823, 126.9897118745853 37.25754258398749, 126.9897270745627 37.25528916387408, 126.9869079900285 37.25527698097306)))",126.9883099,37.25640979
가나60aa15aa,7,7,"MULTIPOLYGON (((127.0490625104229 37.23299505723641, 127.0490490887144 37.23524850548354, 127.0518674529926 37.23525920399322, 127.0518807908247 37.23300575487812, 127.0490625104229 37.23299505723641)))",127.050465,37.23412714
가나58ab23bb,7,7,"MULTIPOLYGON (((127.0288433518206 37.31178825236697, 127.0288292883099 37.31404166413149, 127.0316505834574 37.31405286386989, 127.0316645627656 37.31179945119745, 127.0288433518206 37.31178825236697)))",127.0302469,37.31292056
가나55aa17ab,7,7,"MULTIPOLYGON (((126.9925612751176 37.25304785769801, 126.9925461607882 37.25530127965922, 126.9953652486959 37.25531332832833, 126.9953802790684 37.25305990538983, 126.9925612751176 37.25304785769801)))",126.9939632,37.2541806
가나54bb19aa,7,7,"MULTIPOLYGON (((126.9896358493207 37.26880967157829, 126.9896206391908 37.27106308650106, 126.9924403133743 37.27107520916701, 126.9924554394821 37.2688217932611, 126.9896358493207 37.26880967157829)))",126.9910381,37.26994245
가나57aa24ab,7,7,"MULTIPOLYGON (((127.0147083501073 37.31623806283156, 127.0146938623622 37.31849146824462, 127.0175153180205 37.31850300614852, 127.0175297215454 37.31624959980015, 127.0147083501073 37.31623806283156)))",127.0161118,37.31737054
가나52ba21aa,7,7,"MULTIPOLYGON (((126.9641318348368 37.28672477715713, 126.9641158542965 37.28897817606028, 126.9669361854068 37.28899091136718, 126.9669520818521 37.28673751143137, 126.9641318348368 37.28672477715713)))",126.965534,37.28785785
가나52ab18bb,7,7,"MULTIPOLYGON (((126.9614560908934 37.26643135594288, 126.9614400423404 37.26868476160039, 126.9642596151553 37.26869755476304, 126.9642755796978 37.266444148068, 126.9614560908934 37.26643135594288)))",126.9628578,37.26756446
가나51bb20bb,7,7,"MULTIPOLYGON (((126.9556873355165 37.28443277455049, 126.9556711044987 37.28668617118906, 126.9584913461508 37.28669910703584, 126.9585074930835 37.28444570934833, 126.9556873355165 37.28443277455049)))",126.9570893,37.28556595
가나52ba17ab,7,7,"MULTIPOLYGON (((126.9643713296527 37.25292368971923, 126.9643553757663 37.25517710160803, 126.967174446433 37.25518982143159, 126.9671903163647 37.25293640851107, 126.9643713296527 37.25292368971923)))",126.9657729,37.25405676
가나53ba23ba,7,7,"MULTIPOLYGON (((126.9752563135088 37.30930930216238, 126.9752406519291 37.31156269650639, 126.9780618315337 37.31157517313805, 126.9780774089239 37.30932177778259, 126.9752563135088 37.30930930216238)))",126.9766591,37.31044224
가나50ab20ba,7,7,"MULTIPOLYGON (((126.9387831620344 37.28210036378333, 126.9387664283731 37.28435375488031, 126.9415865749623 37.28436709278692, 126.9416032245492 37.28211370060839, 126.9387831620344 37.28210036378333)))",126.9401848,37.28323373
가나57ab23ab,7,7,"MULTIPOLYGON (((127.0175873196164 37.30723596575696, 127.0175729225025 37.30948937556516, 127.0203940429382 37.30950084248038, 127.020408355869 37.30724743174255, 127.0175873196164 37.30723596575696)))",127.0189907,37.30836841
가나56ab23bb,7,7,"MULTIPOLYGON (((127.006273721394 37.31169624059707, 127.0062589842697 37.31394964490197, 127.009080266632 37.31396138271089, 127.0090949195553 37.31170797745445, 127.006273721394 37.31169624059707)))",127.007677,37.31282882
가나49bb20ab,6,6,"MULTIPOLYGON (((126.9331599425293 37.27982009881268, 126.9331430426007 37.28207348859672, 126.9359631013818 37.28208695977939, 126.9359799172457 37.27983356890298, 126.9331599425293 37.27982009881268)))",126.9345615,37.28095353
가나58bb15bb,6,6,"MULTIPOLYGON (((127.0349296031165 37.23970089195604, 127.0349157574069 37.2419543331897, 127.0377343658065 37.24196536973101, 127.0377481276125 37.23971192760201, 127.0349296031165 37.23970089195604)))",127.036332,37.24083314
가나57aa26ba,6,6,"MULTIPOLYGON (((127.0145779023321 37.33651868040544, 127.0145634000669 37.33877207803227, 127.0173856141305 37.33878362435622, 127.0174000320909 37.33653022579361, 127.0145779023321 37.33651868040544)))",127.0159817,37.33765116
가나58aa24aa,6,6,"MULTIPOLYGON (((127.0260079947278 37.31403039713386, 127.0259938454401 37.31628380712021, 127.0288152232339 37.31629507503126, 127.0288292883099 37.31404166413149, 127.0260079947278 37.31403039713386)))",127.0274116,37.31516274
가나50bb18ba,6,6,"MULTIPOLYGON (((126.9445557466683 37.26409979303448, 126.9445391958977 37.26635319321847, 126.9473586738466 37.26636638819254, 126.9473751406172 37.26411298693841, 126.9445557466683 37.26409979303448)))",126.9459572,37.2652331
가나52aa20bb,6,6,"MULTIPOLYGON (((126.9585074930835 37.28444570934833, 126.9584913461508 37.28669910703584, 126.9613115895999 37.28671197569191, 126.9613276524474 37.28445857696093, 126.9585074930835 37.28444570934833)))",126.9599095,37.28557885
가나53ab16ab,6,6,"MULTIPOLYGON (((126.9728910856924 37.24394797624208, 126.9728753906587 37.24620139467114, 126.9756941308301 37.24621390908845, 126.9757097419458 37.24396048964422, 126.9728910856924 37.24394797624208)))",126.9742926,37.24508095
가나53ab17ab,6,6,"MULTIPOLYGON (((126.9728282950769 37.25296164476632, 126.9728125930555 37.255215059734, 126.9756316689925 37.25522757821258, 126.9756472870586 37.25297416222951, 126.9728282950769 37.25296164476632)))",126.97423,37.25409462
가나56bb25bb,6,6,"MULTIPOLYGON (((127.0117995241566 37.32974687245576, 127.0117849424567 37.3320002717371, 127.0146069020204 37.33201188255614, 127.0146213994438 37.32975848233372, 127.0117995241566 37.32974687245576)))",127.0132032,37.33087938
가나54bb25aa,6,6,"MULTIPOLYGON (((126.989270338597 37.32289139089817, 126.9892550877858 37.32514478505153, 126.9920767813057 37.32515693133038, 126.9920919478701 37.32290353619248, 126.989270338597 37.32289139089817)))",126.9906735,37.32402417
가나53bb23ba,6,6,"MULTIPOLYGON (((126.9780774089239 37.30932177778259, 126.9780618315337 37.31157517313805, 126.9808830128722 37.31158758251815, 126.9808985060726 37.3093341861567, 126.9780774089239 37.30932177778259)))",126.9794802,37.31045469
가나54aa15bb,6,6,"MULTIPOLYGON (((126.9813779410575 37.23947846967246, 126.9813625012151 37.24173189286091, 126.9841810787425 37.24174420399976, 126.9841964346849 37.23949077981258, 126.9813779410575 37.23947846967246)))",126.9827795,37.24061134
가나60ba20aa,6,6,"MULTIPOLYGON (((127.0544337131652 37.27808522089782, 127.054420429678 37.28033865359933, 127.0572404764132 37.28034923512217, 127.0572536758367 37.27809580156256, 127.0544337131652 37.27808522089782)))",127.0558371,37.27921723
가나56bb25ab,6,6,"MULTIPOLYGON (((127.0118286826879 37.32524007129744, 127.0118141042336 37.32749347230919, 127.0146358952538 37.32750508124614, 127.0146503894504 37.32525167929342, 127.0118286826879 37.32524007129744)))",127.0132323,37.32637258
