gid,lbl,val,geometry,경도,위도
가나51bb19bb,560,560,"MULTIPOLYGON (((126.9557522415273 37.27541917933632, 126.9557360177332 37.27767257943881, 126.9585559231012 37.27768551109024, 126.9585720628476 37.27543210993908, 126.9557522415273 37.27541917933632)))",126.9571541,37.27655235
가나57aa21bb,559,559,"MULTIPOLYGON (((127.0148531389089 37.2937039611264, 127.0148386672791 37.29595737518907, 127.0176592811556 37.29596890374255, 127.0176736686587 37.29371548874514, 127.0148531389089 37.2937039611264)))",127.0162562,37.29483644
가나50ba18bb,559,559,"MULTIPOLYGON (((126.9417197197906 37.26633993110337, 126.9417030831689 37.26859332934559, 126.9445226432851 37.26860659253634, 126.9445391958977 37.26635319321847, 126.9417197197906 37.26633993110337)))",126.9431212,37.26747327
가나61bb18ba,553,553,"MULTIPOLYGON (((127.0686106900656 37.26461681272617, 127.0685978354848 37.26687025484579, 127.0714173852248 37.26688049549016, 127.0714301557972 37.26462705253996, 127.0686106900656 37.26461681272617)))",127.070014,37.26574866
가나55bb23ba,553,553,"MULTIPOLYGON (((127.000646233868 37.30941916187316, 127.0006313300011 37.31167256512393, 127.0034525248728 37.31168443648684, 127.0034673445484 37.3094310322737, 127.000646233868 37.30941916187316)))",127.0020494,37.3105518
가나59ab20ab,550,550,"MULTIPOLYGON (((127.040320218365 37.28028473831002, 127.0403065130368 37.28253816577512, 127.0431266363586 37.28254908407467, 127.0431402576147 37.28029565572421, 127.040320218365 37.28028473831002)))",127.0417234,37.28141692
가나62aa20ab,548,548,"MULTIPOLYGON (((127.071340731938 37.28040113505517, 127.0713279514132 37.28265457195982, 127.0741480908964 37.2826647512349, 127.0741607873472 37.28041131350478, 127.071340731938 37.28040113505517)))",127.0727444,37.28153295
가나54bb21ab,548,548,"MULTIPOLYGON (((126.9894988971953 37.28909037473532, 126.9894836718233 37.29134378187084, 126.992304102626 37.29135591338773, 126.9923192438917 37.28910250526856, 126.9894988971953 37.28909037473532)))",126.9909015,37.29022315
가나51ab19ba,544,544,"MULTIPOLYGON (((126.9501289943768 37.27313971778609, 126.9501126043122 37.27539311664093, 126.9529324220124 37.27540618157024, 126.9529487280391 37.27315278165588, 126.9501289943768 37.27313971778609)))",126.9515307,37.27427296
가나60aa19ba,543,543,"MULTIPOLYGON (((127.0488206910036 37.27355699351909, 127.0488072423833 37.27581042621623, 127.051627118035 37.27582114035802, 127.0516404826108 37.27356770679199, 127.0488206910036 37.27355699351909)))",127.0502239,37.27468907
가나59aa22ba,542,542,"MULTIPOLYGON (((127.0373760207739 37.30055456176879, 127.0373622175548 37.30280798056339, 127.0401830964204 37.30281897406614, 127.0401968154833 37.30056555438023, 127.0373760207739 37.30055456176879)))",127.0387795,37.30168677
가나56ab17ba,540,540,"MULTIPOLYGON (((127.00664161696 37.25536085184218, 127.0066269207812 37.25761427777075, 127.0094461009261 37.25762599180808, 127.0094607131377 37.25537256492938, 127.00664161696 37.25536085184218)))",127.0080438,37.25649343
가나56aa18bb,535,535,"MULTIPOLYGON (((127.0037486052387 37.26661618785536, 127.0037338168668 37.26886960850427, 127.0065534153509 37.26888139444242, 127.0065681197092 37.26662797283765, 127.0037486052387 37.26661618785536)))",127.005151,37.2677488
가나58ab17ba,534,534,"MULTIPOLYGON (((127.0291944313863 37.25545267726407, 127.0291804069498 37.25770611064132, 127.0319995998425 37.25771728769778, 127.0320135403104 37.25546385341395, 127.0291944313863 37.25545267726407)))",127.030597,37.25658499
가나59ba22aa,529,529,"MULTIPOLYGON (((127.0430448769802 37.29606963602809, 127.0430312451084 37.29832305832858, 127.0458519587147 37.29833391560561, 127.0458655064486 37.29608049242484, 127.0430448769802 37.29606963602809)))",127.0444484,37.29720178
가나53bb21bb,525,525,"MULTIPOLYGON (((126.9781864021249 37.29354798605498, 126.9781708368658 37.29580138747016, 126.980991429073 37.29581378980954, 126.981006910208 37.29356038738878, 126.9781864021249 37.29354798605498)))",126.9795889,37.29468089
가나56bb20ba,523,523,"MULTIPOLYGON (((127.0121053652568 37.28242528771234, 127.012090817598 37.28467870515919, 127.0149110093249 37.28469029622731, 127.0149254729041 37.28243687784055, 127.0121053652568 37.28242528771234)))",127.0135082,37.2835578
가나54aa23ba,520,520,"MULTIPOLYGON (((126.9808985060726 37.3093341861567, 126.9808830128722 37.31158758251815, 126.983704195935 37.31159992464652, 126.9837196049456 37.30934652728453, 126.9808985060726 37.3093341861567)))",126.9823013,37.31046706
가나56aa17bb,518,518,"MULTIPOLYGON (((127.0038077422719 37.25760249661134, 127.0037929604814 37.25985592071955, 127.006612222967 37.2598677028346, 127.0066269207812 37.25761427777075, 127.0038077422719 37.25760249661134)))",127.00521,37.25873511
가나58ab17aa,516,516,"MULTIPOLYGON (((127.0292224755779 37.25094580791681, 127.0292084542623 37.25319924302258, 127.0320274792271 37.25321041826592, 127.0320414165927 37.25095698225368, 127.0292224755779 37.25094580791681)))",127.030625,37.25207812
가나60aa20aa,515,515,"MULTIPOLYGON (((127.0487937922662 37.27806385804933, 127.0487803406521 37.28031728901831, 127.0516003844212 37.28032800489802, 127.0516137519719 37.27807457306004, 127.0487937922662 37.27806385804933)))",127.0501971,37.27919594
가나62aa17ba,509,509,"MULTIPOLYGON (((127.0714812238773 37.25561327210365, 127.0714684589883 37.25786671850802, 127.0742876741713 37.25787688870577, 127.0743003550891 37.25562344147648, 127.0714812238773 37.25561327210365)))",127.0728844,37.25674509
가나60aa21ba,494,494,"MULTIPOLYGON (((127.0487130601216 37.29158443090132, 127.0486995995223 37.29383785668542, 127.0515201478679 37.29384857778011, 127.0515335243478 37.29159515112674, 127.0487130601216 37.29158443090132)))",127.0501166,37.29271651
가나58bb18ab,491,491,"MULTIPOLYGON (((127.0347910766618 37.26223526540848, 127.0347772155359 37.26448869800087, 127.037596663485 37.26449974349836, 127.037610440614 37.26224631001012, 127.0347910766618 37.26223526540848)))",127.0361938,37.26336751
가나60aa19bb,476,476,"MULTIPOLYGON (((127.0488072423833 37.27581042621623, 127.0487937922662 37.27806385804933, 127.0516137519719 37.27807457306004, 127.051627118035 37.27582114035802, 127.0488072423833 37.27581042621623)))",127.0502105,37.27694251
가나57ab20ab,469,469,"MULTIPOLYGON (((127.0177599600599 37.28019498060048, 127.0177455821608 37.28244840078642, 127.0205656930179 37.28245985654983, 127.0205799868462 37.28020643543494, 127.0177599600599 37.28019498060048)))",127.0191628,37.28132742
가나57ba21aa,468,468,"MULTIPOLYGON (((127.0205371005884 37.28696669618567, 127.020522801987 37.28922011470655, 127.0233431667037 37.28923150605826, 127.0233573812062 37.28697808661371, 127.0205371005884 37.28696669618567)))",127.0219401,37.28809911
가나59ba17ab,465,465,"MULTIPOLYGON (((127.0433035945036 37.25325444811569, 127.0432899914257 37.25550788683542, 127.0461091080126 37.25551872739571, 127.0461226271303 37.25326528779667, 127.0433035945036 37.25325444811569)))",127.0447063,37.25438659
가나56bb19ba,464,464,"MULTIPOLYGON (((127.0121635397049 37.27341160927693, 127.0121489985206 37.27566503018295, 127.0149688539849 37.27567661749175, 127.0149833111269 37.27342319564606, 127.0121635397049 37.27341160927693)))",127.0135662,37.27454412
가나58aa18bb,464,464,"MULTIPOLYGON (((127.026304766295 37.26670858767913, 127.0262906500376 37.26896201582247, 127.0291102613518 37.2689732645629, 127.0291242935941 37.26671983550727, 127.026304766295 37.26670858767913)))",127.0277075,37.26784093
가나52ba16ba,462,462,"MULTIPOLYGON (((126.9644191806613 37.2461634488596, 126.9644032321001 37.248416863345, 126.9672220509304 37.24842958007354, 126.9672379155649 37.24617616455657, 126.9644191806613 37.2461634488596)))",126.9658206,37.24729652
가나54ba20bb,457,457,"MULTIPOLYGON (((126.9867091660382 37.28457136211559, 126.9866938599675 37.28682476999275, 126.9895141208729 37.28683696673449, 126.9895293428563 37.28458355786834, 126.9867091660382 37.28457136211559)))",126.9881116,37.28570417
가나53aa20ba,456,456,"MULTIPOLYGON (((126.9698039500577 37.28224337399134, 126.9697881412267 37.28449677668576, 126.9726083076846 37.28450937555597, 126.9726240324388 37.2822559718399, 126.9698039500577 37.28224337399134)))",126.9712061,37.28337638
가나62bb18bb,454,454,"MULTIPOLYGON (((127.079876042935 37.26691081454412, 127.0798635229957 37.26916425908986, 127.0826831623831 37.2691742319566, 127.082695598304 37.26692078660203, 127.079876042935 37.26691081454412)))",127.0812796,37.26804253
가나58ba15bb,450,450,"MULTIPOLYGON (((127.0321110801612 37.23968978923036, 127.0320971505482 37.24194322956325, 127.0349157574069 37.2419543331897, 127.0349296031165 37.23970089195604, 127.0321110801612 37.23968978923036)))",127.0335134,37.24082207
가나53aa20ab,450,450,"MULTIPOLYGON (((126.9698197571293 37.2799899704312, 126.9698039500577 37.28224337399134, 126.9726240324388 37.2822559718399, 126.9726397554431 37.28000256725822, 126.9698197571293 37.2799899704312)))",126.9712219,37.28112298
가나60ab21bb,446,446,"MULTIPOLYGON (((127.0515201478679 37.29384857778011, 127.0515067698992 37.29610200356931, 127.0543274038627 37.29611265831682, 127.0543406977023 37.29385923166372, 127.0515201478679 37.29384857778011)))",127.0529238,37.29498062
가나52ab17ba,446,446,"MULTIPOLYGON (((126.961536306875 37.25516431466973, 126.9615202672492 37.2574177246557, 126.9643394201044 37.25743051263125, 126.9643553757663 37.25517710160803, 126.961536306875 37.25516431466973)))",126.9629378,37.25629742
가나58ba21aa,444,444,"MULTIPOLYGON (((127.0318182325131 37.28701185473579, 127.0318042703086 37.28926527691868, 127.0346246412974 37.28927639947354, 127.0346385194021 37.28702297638876, 127.0318182325131 37.28701185473579)))",127.0332214,37.28814413
가나55aa17bb,443,443,"MULTIPOLYGON (((126.9925310447768 37.25755470075543, 126.9925159270832 37.25980812098663, 126.9953351829324 37.25982017161054, 126.9953502166506 37.25756675040191, 126.9925310447768 37.25755470075543)))",126.9939331,37.25868744
가나58aa22ab,442,442,"MULTIPOLYGON (((127.0261069956604 37.29825650301589, 127.0260928573917 37.30050991905549, 127.0289136459003 37.30052118057371, 127.0289277000227 37.29826776362106, 127.0261069956604 37.29825650301589)))",127.0275103,37.29938885
가나58bb20ba,441,441,"MULTIPOLYGON (((127.0346662709785 37.28251612762595, 127.0346523959625 37.28476955243956, 127.0374726003054 37.28478060600211, 127.0374863912403 37.28252718029217, 127.0346662709785 37.28251612762595)))",127.0360694,37.28364837
가나60ab19ba,441,441,"MULTIPOLYGON (((127.0516404826108 37.27356770679199, 127.051627118035 37.27582114035802, 127.0544469951742 37.27583178733232, 127.0544602757051 37.27357835290286, 127.0516404826108 37.27356770679199)))",127.0530437,37.27469975
가나55ab22aa,441,441,"MULTIPOLYGON (((126.9950944157675 37.29587479330056, 126.9950793535801 37.29812819980221, 126.9979000401198 37.29814019983133, 126.9979150181725 37.29588679235673, 126.9950944157675 37.29587479330056)))",126.9964972,37.2970075
가나54ba23ba,440,440,"MULTIPOLYGON (((126.9865407055334 37.30935880116598, 126.986525380713 37.31161219952308, 126.9893465671967 37.31162440714767, 126.9893618078268 37.30937100780093, 126.9865407055334 37.30935880116598)))",126.9879436,37.31049161
가나60bb17aa,440,440,"MULTIPOLYGON (((127.0574119543957 37.25105453146577, 127.0573987725873 37.25330797539135, 127.0602178126424 37.25331847950717, 127.0602309104991 37.25106503472954, 127.0574119543957 37.25105453146577)))",127.0588149,37.25218651
가나57ab21aa,439,439,"MULTIPOLYGON (((127.0177168215619 37.28695523856416, 127.0177024388617 37.28920865615592, 127.020522801987 37.28922011470655, 127.0205371005884 37.28696669618567, 127.0177168215619 37.28695523856416)))",127.0191198,37.28808768
가나62ab17aa,439,439,"MULTIPOLYGON (((127.0743257126914 37.25111654442755, 127.0743130345957 37.25336999338373, 127.0771320832565 37.25338009481779, 127.0771446773995 37.25112664504223, 127.0743257126914 37.25111654442755)))",127.0757289,37.25224833
가나52ab16bb,431,431,"MULTIPOLYGON (((126.9615844150445 37.24840407951806, 126.9615683807725 37.25065749210088, 126.9643872817639 37.25067027696488, 126.9644032321001 37.248416863345, 126.9615844150445 37.24840407951806)))",126.9629858,37.24953718
가나53bb19bb,430,430,"MULTIPOLYGON (((126.9783108618553 37.27552074357362, 126.9782953104482 37.27777415191306, 126.9811152299243 37.27778654620942, 126.9811306972821 37.27553313686489, 126.9783108618553 37.27552074357362)))",126.979713,37.27665365
가나60aa20ab,430,430,"MULTIPOLYGON (((127.0487803406521 37.28031728901831, 127.0487668875409 37.2825707191232, 127.0515870153827 37.28258143587193, 127.0516003844212 37.28032800489802, 127.0487803406521 37.28031728901831)))",127.0501837,37.28144937
가나49ba19bb,424,424,"MULTIPOLYGON (((126.9303739320096 37.27529978157728, 126.9303569517964 37.27755317199652, 126.9331768405772 37.2775667081622, 126.9331937367447 37.27531331664526, 126.9303739320096 37.27529978157728)))",126.9317754,37.27643325
가나61ab18ba,423,423,"MULTIPOLYGON (((127.0629717629032 37.26459613167594, 127.0629587403061 37.26684957211812, 127.0657782871755 37.26685994705507, 127.0657912257645 37.26460650577145, 127.0629717629032 37.26459613167594)))",127.064375,37.26572804
가나57ba21bb,422,422,"MULTIPOLYGON (((127.0204942000097 37.29372694915418, 127.0204798966334 37.29598036508088, 127.0233005137032 37.29599175920394, 127.0233147329524 37.29373834235341, 127.0204942000097 37.29372694915418)))",127.0218973,37.29485936
가나57bb18ab,422,422,"MULTIPOLYGON (((127.0235136363712 37.26219041566173, 127.023499439259 37.26444384461625, 127.0263188809816 37.26445515867137, 127.0263329940974 37.26220172879923, 127.0235136363712 37.26219041566173)))",127.0249162,37.26332279
가나59ba23ba,417,417,"MULTIPOLYGON (((127.0429630629874 37.30959015686527, 127.0429494220095 37.31184357397932, 127.0457706406397 37.31185443653922, 127.0457841974235 37.30960101854455, 127.0429630629874 37.30959015686527)))",127.0443668,37.3107223
가나60bb15ab,416,416,"MULTIPOLYGON (((127.0575041859927 37.23528039980398, 127.0574910144485 37.23753384977512, 127.0603094670379 37.23754434792769, 127.0603225546958 37.23529089710485, 127.0575041859927 37.23528039980398)))",127.0589068,37.23641238
가나61ab17bb,414,414,"MULTIPOLYGON (((127.0630108220005 37.25783580516717, 127.0629978037503 37.26008924820044, 127.0658170986234 37.2600996206132, 127.0658300328936 37.25784617673862, 127.0630108220005 37.25783580516717)))",127.0644139,37.25896772
가나59bb22ab,412,412,"MULTIPOLYGON (((127.0458519587147 37.29833391560561, 127.0458384094729 37.3005873379221, 127.0486592087345 37.30059812885228, 127.0486726738289 37.29834470566091, 127.0458519587147 37.29833391560561)))",127.0472556,37.29946603
가나56ba20ba,408,408,"MULTIPOLYGON (((127.0092852592285 37.2824136304019, 127.0092706274901 37.2846670469034, 127.012090817598 37.28467870515919, 127.0121053652568 37.28242528771234, 127.0092852592285 37.2824136304019)))",127.010688,37.28354617
가나57ba19ba,402,402,"MULTIPOLYGON (((127.020622858788 37.27344616690252, 127.0206085697311 37.27569959061126, 127.0234284299943 37.27571097642173, 127.0234426350084 37.27345755178964, 127.020622858788 37.27344616690252)))",127.0220256,37.27457858
가나55bb18ab,400,400,"MULTIPOLYGON (((127.0009588322199 37.26209749375939, 127.0009439631443 37.26435091517681, 127.003763391965 37.26436276634158, 127.0037781770458 37.26210934396298, 127.0009588322199 37.26209749375939)))",127.0023611,37.26323014
가나58ab18bb,399,399,"MULTIPOLYGON (((127.0291242935941 37.26671983550727, 127.0291102613518 37.2689732645629, 127.0319298742277 37.26898444615309, 127.0319438224546 37.2667310161906, 127.0291242935941 37.26671983550727)))",127.0305271,37.26785215
가나61bb18bb,398,398,"MULTIPOLYGON (((127.0685978354848 37.26687025484579, 127.0685849794734 37.26912369610177, 127.0714046132312 37.26913393757674, 127.0714173852248 37.26688049549016, 127.0685978354848 37.26687025484579)))",127.0700012,37.2680021
가나54ab17aa,396,396,"MULTIPOLYGON (((126.9841196378824 37.25075789209785, 126.9841042733937 37.25301131195963, 126.9869232722709 37.25302356098279, 126.9869385528128 37.25077014012743, 126.9841196378824 37.25075789209785)))",126.9855214,37.25189073
가나60ab21aa,396,396,"MULTIPOLYGON (((127.0515602728418 37.28708829522756, 127.051546899339 37.2893417236092, 127.0543672809435 37.28935237576518, 127.0543805703453 37.28709894651981, 127.0515602728418 37.28708829522756)))",127.0529638,37.28822034
가나61aa21ba,396,396,"MULTIPOLYGON (((127.0599949259205 37.29162690856875, 127.0599818018001 37.29388033779729, 127.0628023560448 37.29389079004702, 127.062815396045 37.291637359971, 127.0599949259205 37.29162690856875)))",127.0613986,37.29275885
가나60aa22ba,396,396,"MULTIPOLYGON (((127.0486592087345 37.30059812885228, 127.0486457421414 37.30285155117937, 127.0514666270586 37.30286227575174, 127.0514800094948 37.30060885255514, 127.0486592087345 37.30059812885228)))",127.0500629,37.30173021
가나62ba16ba,395,395,"MULTIPOLYGON (((127.0771698614815 37.24661974290104, 127.0771572701411 37.24887319440331, 127.0799761523072 37.24888322709555, 127.0799886597134 37.24662977477944, 127.0771698614815 37.24661974290104)))",127.078573,37.24775149
가나58ba22aa,395,395,"MULTIPOLYGON (((127.0317623743707 37.29602553828035, 127.0317484059492 37.29827895700517, 127.0345691134304 37.29829008316808, 127.0345829977147 37.29603666354117, 127.0317623743707 37.29602553828035)))",127.0331657,37.29715782
가나59ba20bb,395,395,"MULTIPOLYGON (((127.0431130135866 37.28480251156093, 127.0430993892984 37.28705593818292, 127.045919682309 37.28706679105901, 127.0459332225061 37.28481336355698, 127.0431130135866 37.28480251156093)))",127.0445163,37.28593466
가나58bb18aa,393,393,"MULTIPOLYGON (((127.0348049362453 37.25998183195188, 127.0347910766618 37.26223526540848, 127.037610440614 37.26224631001012, 127.0376242162098 37.25999287565772, 127.0348049362453 37.25998183195188)))",127.0362077,37.26111408
가나61bb21bb,391,391,"MULTIPOLYGON (((127.0684434688788 37.2939114929119, 127.0684305956869 37.29616492380271, 127.0712512383876 37.2961751752488, 127.0712640274495 37.29392174352679, 127.0684434688788 37.2939114929119)))",127.0698473,37.29504334
가나51bb17bb,391,391,"MULTIPOLYGON (((126.9558819669032 37.2573919473446, 126.9558657575464 37.25964535437399, 126.9586849907951 37.25965827763768, 126.958701116179 37.2574048695601, 126.9558819669032 37.2573919473446)))",126.9572835,37.25852512
가나59ba21aa,388,388,"MULTIPOLYGON (((127.0430993892984 37.28705593818292, 127.0430857634938 37.28930936394066, 127.0459061406048 37.28932021769683, 127.045919682309 37.28706679105901, 127.0430993892984 37.28705593818292)))",127.0445027,37.28818808
가나51ab22aa,388,388,"MULTIPOLYGON (((126.9499650116206 37.29567366735967, 126.9499486033053 37.29792705755311, 126.9527692618987 37.29794013308096, 126.9527855860825 37.2956867418274, 126.9499650116206 37.29567366735967)))",126.9513671,37.29680691
가나56ba20bb,387,387,"MULTIPOLYGON (((127.0092706274901 37.2846670469034, 127.0092559941233 37.28692046254001, 127.01207626832 37.28693212174122, 127.012090817598 37.28467870515919, 127.0092706274901 37.2846670469034)))",127.0106734,37.28579959
가나55aa19bb,380,380,"MULTIPOLYGON (((126.9924100561081 37.27558203838348, 126.9923949249494 37.277835451694, 126.9952148529391 37.27784751013927, 126.9952299000476 37.27559409585088, 126.9924100561081 37.27558203838348)))",126.9938124,37.27671478
가나51ba18ba,379,379,"MULTIPOLYGON (((126.9530139340029 37.26413917333898, 126.952997635233 37.2663925767171, 126.9558171186517 37.2664055702673, 126.9558333334209 37.26415216583536, 126.9530139340029 37.26413917333898)))",126.9544155,37.26527238
가나54ab24aa,378,378,"MULTIPOLYGON (((126.9836887852095 37.3138533211429, 126.9836733727685 37.3161067167736, 126.9864947259548 37.31611899364051, 126.9865100541869 37.31386559701459, 126.9836887852095 37.3138533211429)))",126.9850917,37.31498616
가나56ba22bb,378,378,"MULTIPOLYGON (((127.0091535149426 37.3026943477777, 127.0091388685413 37.30494775649449, 127.0119598157858 37.30495942326102, 127.0119743780234 37.30270601359838, 127.0091535149426 37.3026943477777)))",127.0105566,37.30382689
가나60bb19bb,377,377,"MULTIPOLYGON (((127.0572668737914 37.27584236713901, 127.0572536758367 37.27809580156256, 127.0600736399772 37.27810631505416, 127.0600867538773 37.27585287977802, 127.0572668737914 37.27584236713901)))",127.0586702,37.27697435
가나58ba17aa,376,376,"MULTIPOLYGON (((127.0320414165927 37.25095698225368, 127.0320274792271 37.25321041826592, 127.034846505743 37.25322152639701, 127.0348603591585 37.25096808948374, 127.0320414165927 37.25095698225368)))",127.0334439,37.25208926
가나59ab23aa,370,370,"MULTIPOLYGON (((127.0401693758306 37.3050723928876, 127.0401556537137 37.30732581084459, 127.0429767024471 37.30733673888677, 127.0429903403889 37.30508332004382, 127.0401693758306 37.3050723928876)))",127.041573,37.30620457
가나59ab23ab,365,365,"MULTIPOLYGON (((127.0401556537137 37.30732581084459, 127.0401419300694 37.30957922793709, 127.0429630629874 37.30959015686527, 127.0429767024471 37.30733673888677, 127.0401556537137 37.30732581084459)))",127.0415593,37.30845799
가나59bb22bb,361,361,"MULTIPOLYGON (((127.0458248587231 37.30284075937424, 127.045811306465 37.30509417996205, 127.0486322740495 37.30510497264218, 127.0486457421414 37.30285155117937, 127.0458248587231 37.30284075937424)))",127.0472285,37.30397287
가나61ba16aa,360,360,"MULTIPOLYGON (((127.0659205324938 37.24207204543636, 127.0659076082952 37.24432549535584, 127.0687263169425 37.24433579478871, 127.0687391572262 37.2420823440337, 127.0659205324938 37.24207204543636)))",127.0673234,37.24320393
가나55ab19aa,357,357,"MULTIPOLYGON (((126.9952750313268 37.26883384779522, 126.9952599892412 37.27108726467883, 126.9980796667822 37.27109925303643, 126.9980946248454 37.26884583518055, 126.9952750313268 37.26883384779522)))",126.9966773,37.26996656
가나55aa18ab,345,345,"MULTIPOLYGON (((126.9925008077071 37.26206154035284, 126.9924856866483 37.26431495885399, 126.9953051104766 37.26432701143289, 126.9953201475412 37.26207359195421, 126.9925008077071 37.26206154035284)))",126.9939029,37.26319428
가나60aa18ab,344,344,"MULTIPOLYGON (((127.0488879116601 37.262289817073, 127.0488744705209 37.26454325409021, 127.051693926043 37.26455396388808, 127.0517072831843 37.26230052600225, 127.0488879116601 37.262289817073)))",127.0502909,37.2634219
가나51aa18ba,344,344,"MULTIPOLYGON (((126.9473751406172 37.26411298693841, 126.9473586738466 37.26636638819254, 126.9501781536282 37.26637951602545, 126.9501945363985 37.26412611370662, 126.9473751406172 37.26411298693841)))",126.9487766,37.26524626
가나57bb19ba,341,341,"MULTIPOLYGON (((127.0234426350084 37.27345755178964, 127.0234284299943 37.27571097642173, 127.0262482918385 37.27572229506585, 127.0262624128095 37.27346886951584, 127.0234426350084 37.27345755178964)))",127.0248454,37.27458993
가나52bb20aa,334,334,"MULTIPOLYGON (((126.9670156499451 37.27772390303048, 126.9669997605747 37.27997730642931, 126.9698197571293 37.2799899704312, 126.969835562442 37.27773656600542, 126.9670156499451 37.27772390303048)))",126.9684177,37.27885694
가나58ab15ab,329,329,"MULTIPOLYGON (((127.0293205811105 37.23517173797934, 127.0293065707127 37.23742517913428, 127.0321250082242 37.23743634803338, 127.0321389347374 37.23518290597235, 127.0293205811105 37.23517173797934)))",127.0307228,37.23630405
가나57bb21ab,328,328,"MULTIPOLYGON (((127.0233431667037 37.28923150605826, 127.0233289506191 37.29148492463816, 127.0261494010264 37.29149624970912, 127.0261635330024 37.28924283021093, 127.0233431667037 37.28923150605826)))",127.0247463,37.29036388
가나60bb20aa,324,324,"MULTIPOLYGON (((127.0572536758367 37.27809580156256, 127.0572404764132 37.28034923512217, 127.0600605246175 37.2803597494664, 127.0600736399772 37.27810631505416, 127.0572536758367 37.27809580156256)))",127.0586571,37.27922778
가나60ba16bb,323,323,"MULTIPOLYGON (((127.0546062640428 37.24879051716235, 127.0545929997591 37.25104396109419, 127.0574119543957 37.25105453146577, 127.0574251347372 37.24880108667651, 127.0546062640428 37.24879051716235)))",127.0560091,37.24992253
가나59ab16bb,321,321,"MULTIPOLYGON (((127.0405119328973 37.24873666306, 127.0404982489054 37.250990102623, 127.0433171960677 37.25100100853199, 127.0433307961184 37.24874756808432, 127.0405119328973 37.24873666306)))",127.0419145,37.24986884
가나59aa23ba,319,319,"MULTIPOLYGON (((127.0373207986789 37.30956823176013, 127.0373069893134 37.31182164709663, 127.0401282048976 37.31183264416509, 127.0401419300694 37.30957922793709, 127.0373207986789 37.30956823176013)))",127.0387245,37.31070044
가나57bb16ba,318,318,"MULTIPOLYGON (((127.0236129719312 37.24641638877724, 127.023598785874 37.24866982378235, 127.0264176398189 37.24868113141517, 127.0264317419452 37.2464276954928, 127.0236129719312 37.24641638877724)))",127.0250153,37.24754877
가나51ab22ba,317,317,"MULTIPOLYGON (((126.9499321931639 37.30018044688029, 126.949915781196 37.30243383534122, 126.9527366080802 37.30244691298954, 126.952752935898 37.30019352346835, 126.9499321931639 37.30018044688029)))",126.9513344,37.30131369
가나62aa17ab,316,316,"MULTIPOLYGON (((127.0714939873458 37.25335982483578, 127.0714812238773 37.25561327210365, 127.0743003550891 37.25562344147648, 127.0743130345957 37.25336999338373, 127.0714939873458 37.25335982483578)))",127.0728972,37.25449164
가나60ab20ab,316,316,"MULTIPOLYGON (((127.0516003844212 37.28032800489802, 127.0515870153827 37.28258143587193, 127.0544071447124 37.28259208543686, 127.054420429678 37.28033865359933, 127.0516003844212 37.28032800489802)))",127.0530037,37.28146005
가나57aa20ab,314,314,"MULTIPOLYGON (((127.0149399348736 37.28018345858903, 127.0149254729041 37.28243687784055, 127.0177455821608 37.28244840078642, 127.0177599600599 37.28019498060048, 127.0149399348736 37.28018345858903)))",127.0163427,37.28131594
가나60aa20ba,313,313,"MULTIPOLYGON (((127.0487668875409 37.2825707191232, 127.0487534329325 37.28482414836397, 127.0515736448563 37.28483486598179, 127.0515870153827 37.28258143587193, 127.0487668875409 37.2825707191232)))",127.0501702,37.2837028
가나56ab20ab,311,311,"MULTIPOLYGON (((127.0064798690085 37.28014848949375, 127.0064651548284 37.28240190590937, 127.0092852592285 37.2824136304019, 127.0092998893386 37.28016021303553, 127.0064798690085 37.28014848949375)))",127.0078825,37.28128107
가나56ba19ab,310,310,"MULTIPOLYGON (((127.0093583934999 37.27114653492172, 127.0093437699011 37.27339995574739, 127.0121635397049 37.27341160927693, 127.0121780792711 37.27115818750619, 127.0093583934999 37.27114653492172)))",127.0107609,37.27227908
가나59ba20aa,307,307,"MULTIPOLYGON (((127.0431538773549 37.27804222650952, 127.0431402576147 37.28029565572421, 127.0459602983801 37.28030650596034, 127.0459738340574 37.27805307586577, 127.0431538773549 37.27804222650952)))",127.0445571,37.27917437
가나57ab20aa,294,294,"MULTIPOLYGON (((127.017774336359 37.27794155954986, 127.0177599600599 37.28019498060048, 127.0205799868462 37.28020643543494, 127.0205942790839 37.27795301345542, 127.017774336359 37.27794155954986)))",127.0191771,37.279074
가나60ba19ba,294,294,"MULTIPOLYGON (((127.0544602757051 37.27357835290286, 127.0544469951742 37.27583178733232, 127.0572668737914 37.27584236713901, 127.0572800702773 37.27358893185156, 127.0544602757051 37.27357835290286)))",127.0558636,37.27471037
가나56ab22ab,291,291,"MULTIPOLYGON (((127.0063621097038 37.29817579659964, 127.0063473824174 37.3004292060953, 127.009168159714 37.30044093819586, 127.0091828028556 37.29818752774899, 127.0063621097038 37.29817579659964)))",127.0077651,37.29930837
가나61ba20aa,289,289,"MULTIPOLYGON (((127.0657135726272 37.27812714051743, 127.0657006253958 37.28038057661863, 127.0685206779511 37.28039088942641, 127.0685335411181 37.27813745248892, 127.0657135726272 37.27812714051743)))",127.0671171,37.27925902
가나63aa22aa,286,286,"MULTIPOLYGON (((127.082533823331 37.29621550885935, 127.082521369405 37.29846894298799, 127.0853421032695 37.29847885915065, 127.0853544730553 37.29622542421802, 127.082533823331 37.29621550885935)))",127.0839379,37.29734719
