,gid,sgg_nm_e,value,geometry
422,다사60a22a,"Yeongtong-gu, Suwon-si",15.466,"MULTIPOLYGON (((127.0486861374248 37.29609128160528, 127.0486592087345 37.30059812885228, 127.0543008117444 37.3006195090306, 127.0543274038627 37.29611265831682, 127.0486861374248 37.29609128160528)))"
423,다사60a22b,"Yeongtong-gu, Suwon-si",2.344,"MULTIPOLYGON (((127.0486592087345 37.30059812885228, 127.0486322740495 37.30510497264218, 127.0542742137062 37.30512635628769, 127.0543008117444 37.3006195090306, 127.0486592087345 37.30059812885228)))"
424,다사60a23a,"Yeongtong-gu, Suwon-si",2.676,"MULTIPOLYGON (((127.0486322740495 37.30510497264218, 127.0486053333684 37.30961181297483, 127.0542476097469 37.30963320008792, 127.0542742137062 37.30512635628769, 127.0486322740495 37.30510497264218)))"
425,다사60a23b,"Yeongtong-gu, Suwon-si",3.696,"MULTIPOLYGON (((127.0486053333684 37.30961181297483, 127.0485783866896 37.31411864985009, 127.054220999865 37.3141400404312, 127.0542476097469 37.30963320008792, 127.0486053333684 37.30961181297483)))"
426,다사60b15a,"Yeongtong-gu, Suwon-si",1.735,"MULTIPOLYGON (((127.0546990727106 37.23301638545578, 127.0546725633248 37.23752328454741, 127.0603094670379 37.23754434792769, 127.0603356408974 37.23303744541851, 127.0546990727106 37.23301638545578)))"
427,다사60b15b,"Yeongtong-gu, Suwon-si",0.52,"MULTIPOLYGON (((127.0546725633248 37.23752328454741, 127.0546460480386 37.24203018018445, 127.0602832873526 37.24205124698269, 127.0603094670379 37.23754434792769, 127.0546725633248 37.23752328454741)))"
428,다사60b16a,"Yeongtong-gu, Suwon-si",0.768,"MULTIPOLYGON (((127.0546460480386 37.24203018018445, 127.0546195268505 37.24653707236677, 127.0602571018401 37.24655814258337, 127.0602832873526 37.24205124698269, 127.0546460480386 37.24203018018445)))"
429,다사60b16b,"Yeongtong-gu, Suwon-si",1.016,"MULTIPOLYGON (((127.0546195268505 37.24653707236677, 127.0545929997591 37.25104396109419, 127.0602309104991 37.25106503472954, 127.0602571018401 37.24655814258337, 127.0546195268505 37.24653707236677)))"
430,다사60b17a,"Yeongtong-gu, Suwon-si",2.658,"MULTIPOLYGON (((127.0545929997591 37.25104396109419, 127.0545664667631 37.2555508463666, 127.0602047133281 37.25557192342112, 127.0602309104991 37.25106503472954, 127.0545929997591 37.25104396109419)))"
431,다사60b17b,"Yeongtong-gu, Suwon-si",2.007,"MULTIPOLYGON (((127.0545664667631 37.2555508463666, 127.054539927861 37.26005772818382, 127.0601785103259 37.26007880865789, 127.0602047133281 37.25557192342112, 127.0545664667631 37.2555508463666)))"
432,다사60b18a,"Yeongtong-gu, Suwon-si",2.704,"MULTIPOLYGON (((127.054539927861 37.26005772818382, 127.0545133830516 37.2645646065457, 127.0601523014911 37.26458569043973, 127.0601785103259 37.26007880865789, 127.054539927861 37.26005772818382)))"
433,다사60b18b,"Yeongtong-gu, Suwon-si",0.542,"MULTIPOLYGON (((127.0545133830516 37.2645646065457, 127.0544868323334 37.26907148145209, 127.0601260868223 37.2690925687665, 127.0601523014911 37.26458569043973, 127.0545133830516 37.2645646065457)))"
434,다사60b19a,"Yeongtong-gu, Suwon-si",1.119,"MULTIPOLYGON (((127.0544868323334 37.26907148145209, 127.0544602757051 37.27357835290286, 127.0600998663181 37.27359944363801, 127.0601260868223 37.2690925687665, 127.0544868323334 37.26907148145209)))"
435,다사60b19b,"Yeongtong-gu, Suwon-si",0.914,"MULTIPOLYGON (((127.0544602757051 37.27357835290286, 127.0544337131652 37.27808522089782, 127.0600736399772 37.27810631505416, 127.0600998663181 37.27359944363801, 127.0544602757051 37.27357835290286)))"
436,다사60b20a,"Yeongtong-gu, Suwon-si",2.434,"MULTIPOLYGON (((127.0544337131652 37.27808522089782, 127.0544071447124 37.28259208543686, 127.0600474077982 37.28261318301475, 127.0600736399772 37.27810631505416, 127.0544337131652 37.27808522089782)))"
437,다사60b20b,"Yeongtong-gu, Suwon-si",1.421,"MULTIPOLYGON (((127.0544071447124 37.28259208543686, 127.0543805703453 37.28709894651981, 127.0600211697797 37.28712004751966, 127.0600474077982 37.28261318301475, 127.0544071447124 37.28259208543686)))"
438,다사60b21a,"Yeongtong-gu, Suwon-si",1.447,"MULTIPOLYGON (((127.0543805703453 37.28709894651981, 127.0543539900625 37.29160580414651, 127.0599949259205 37.29162690856875, 127.0600211697797 37.28712004751966, 127.0543805703453 37.28709894651981)))"
439,다사60b21b,"Yeongtong-gu, Suwon-si",1.445,"MULTIPOLYGON (((127.0543539900625 37.29160580414651, 127.0543274038627 37.29611265831682, 127.0599686762191 37.29613376616183, 127.0599949259205 37.29162690856875, 127.0543539900625 37.29160580414651)))"
440,다사60b22a,"Yeongtong-gu, Suwon-si",2.372,"MULTIPOLYGON (((127.0543274038627 37.29611265831682, 127.0543008117444 37.3006195090306, 127.0599424206741 37.30064062029879, 127.0599686762191 37.29613376616183, 127.0543274038627 37.29611265831682)))"
441,다사60b22b,"Yeongtong-gu, Suwon-si",2.477,"MULTIPOLYGON (((127.0543008117444 37.3006195090306, 127.0542742137062 37.30512635628769, 127.0599161592842 37.30514747097946, 127.0599424206741 37.30064062029879, 127.0543008117444 37.3006195090306)))"
442,다사60b23a,"Yeongtong-gu, Suwon-si",5.197,"MULTIPOLYGON (((127.0542742137062 37.30512635628769, 127.0542476097469 37.30963320008792, 127.059889892048 37.30965431820368, 127.0599161592842 37.30514747097946, 127.0542742137062 37.30512635628769)))"
443,다사60b23b,"Yeongtong-gu, Suwon-si",4.003,"MULTIPOLYGON (((127.0542476097469 37.30963320008792, 127.054220999865 37.3141400404312, 127.0598636189642 37.31416116197131, 127.059889892048 37.30965431820368, 127.0542476097469 37.30963320008792)))"
444,다사61a15b,"Yeongtong-gu, Suwon-si",1.022,"MULTIPOLYGON (((127.0603094670379 37.23754434792769, 127.0602832873526 37.24205124698269, 127.0659205324938 37.24207204543636, 127.0659463765768 37.23756514300694, 127.0603094670379 37.23754434792769)))"
445,다사61a16a,"Yeongtong-gu, Suwon-si",1.519,"MULTIPOLYGON (((127.0602832873526 37.24205124698269, 127.0602571018401 37.24655814258337, 127.0658946826583 37.24657894441184, 127.0659205324938 37.24207204543636, 127.0602832873526 37.24205124698269)))"
446,다사61a16b,"Yeongtong-gu, Suwon-si",1.928,"MULTIPOLYGON (((127.0602571018401 37.24655814258337, 127.0602309104991 37.25106503472954, 127.065868827069 37.25108583993325, 127.0658946826583 37.24657894441184, 127.0602571018401 37.24655814258337)))"
447,다사61a17a,"Yeongtong-gu, Suwon-si",2.044,"MULTIPOLYGON (((127.0602309104991 37.25106503472954, 127.0602047133281 37.25557192342112, 127.0658429657244 37.25559273200041, 127.065868827069 37.25108583993325, 127.0602309104991 37.25106503472954)))"
448,다사61a17b,"Yeongtong-gu, Suwon-si",2.377,"MULTIPOLYGON (((127.0602047133281 37.25557192342112, 127.0601785103259 37.26007880865789, 127.0658170986234 37.2600996206132, 127.0658429657244 37.25559273200041, 127.0602047133281 37.25557192342112)))"
449,다사61a18a,"Yeongtong-gu, Suwon-si",1.301,"MULTIPOLYGON (((127.0601785103259 37.26007880865789, 127.0601523014911 37.26458569043973, 127.0657912257645 37.26460650577145, 127.0658170986234 37.2600996206132, 127.0601785103259 37.26007880865789)))"
450,다사61a18b,"Yeongtong-gu, Suwon-si",1.165,"MULTIPOLYGON (((127.0601523014911 37.26458569043973, 127.0601260868223 37.2690925687665, 127.0657653471464 37.269113387475, 127.0657912257645 37.26460650577145, 127.0601523014911 37.26458569043973)))"
451,다사61a19a,"Yeongtong-gu, Suwon-si",1.181,"MULTIPOLYGON (((127.0601260868223 37.2690925687665, 127.0600998663181 37.27359944363801, 127.0657394627678 37.27362026572371, 127.0657653471464 37.269113387475, 127.0601260868223 37.2690925687665)))"
452,다사61a19b,"Yeongtong-gu, Suwon-si",1.54,"MULTIPOLYGON (((127.0600998663181 37.27359944363801, 127.0600736399772 37.27810631505416, 127.0657135726272 37.27812714051743, 127.0657394627678 37.27362026572371, 127.0600998663181 37.27359944363801)))"
453,다사61a20a,"Yeongtong-gu, Suwon-si",2.419,"MULTIPOLYGON (((127.0600736399772 37.27810631505416, 127.0600474077982 37.28261318301475, 127.0656876767234 37.28263401185603, 127.0657135726272 37.27812714051743, 127.0600736399772 37.27810631505416)))"
454,다사61a20b,"Yeongtong-gu, Suwon-si",2.533,"MULTIPOLYGON (((127.0600474077982 37.28261318301475, 127.0600211697797 37.28712004751966, 127.065661775055 37.28714087973933, 127.0656876767234 37.28263401185603, 127.0600474077982 37.28261318301475)))"
455,다사61a21a,"Yeongtong-gu, Suwon-si",2.086,"MULTIPOLYGON (((127.0600211697797 37.28712004751966, 127.0599949259205 37.29162690856875, 127.0656358676206 37.29164774416718, 127.065661775055 37.28714087973933, 127.0600211697797 37.28712004751966)))"
456,다사61a21b,"Yeongtong-gu, Suwon-si",3.865,"MULTIPOLYGON (((127.0599949259205 37.29162690856875, 127.0599686762191 37.29613376616183, 127.065609954419 37.29615460513945, 127.0656358676206 37.29164774416718, 127.0599949259205 37.29162690856875)))"
457,다사61b16b,"Yeongtong-gu, Suwon-si",1.835,"MULTIPOLYGON (((127.0658946826583 37.24657894441184, 127.065868827069 37.25108583993325, 127.071506749394 37.25110637670441, 127.0715322692303 37.24659947785134, 127.0658946826583 37.24657894441184)))"
458,다사61b17a,"Yeongtong-gu, Suwon-si",2.277,"MULTIPOLYGON (((127.065868827069 37.25108583993325, 127.0658429657244 37.25559273200041, 127.0714812238773 37.25561327210365, 127.071506749394 37.25110637670441, 127.065868827069 37.25108583993325)))"
459,다사61b17b,"Yeongtong-gu, Suwon-si",1.856,"MULTIPOLYGON (((127.0658429657244 37.25559273200041, 127.0658170986234 37.2600996206132, 127.0714556926788 37.26012016404888, 127.0714812238773 37.25561327210365, 127.0658429657244 37.25559273200041)))"
460,다사61b18a,"Yeongtong-gu, Suwon-si",2.492,"MULTIPOLYGON (((127.0658170986234 37.2600996206132, 127.0657912257645 37.26460650577145, 127.0714301557972 37.26462705253996, 127.0714556926788 37.26012016404888, 127.0658170986234 37.2600996206132)))"
461,다사61b18b,"Yeongtong-gu, Suwon-si",2.23,"MULTIPOLYGON (((127.0657912257645 37.26460650577145, 127.0657653471464 37.269113387475, 127.0714046132312 37.26913393757674, 127.0714301557972 37.26462705253996, 127.0657912257645 37.26460650577145)))"
462,다사61b20a,"Yeongtong-gu, Suwon-si",1.521,"MULTIPOLYGON (((127.0657135726272 37.27812714051743, 127.0656876767234 37.28263401185603, 127.0713279514132 37.28265457195982, 127.0713535110405 37.27814769728682, 127.0657135726272 37.27812714051743)))"
463,다사61b20b,"Yeongtong-gu, Suwon-si",2.794,"MULTIPOLYGON (((127.0656876767234 37.28263401185603, 127.065661775055 37.28714087973933, 127.0713023860962 37.28716144317791, 127.0713279514132 37.28265457195982, 127.0656876767234 37.28263401185603)))"
464,다사61b21a,"Yeongtong-gu, Suwon-si",2.354,"MULTIPOLYGON (((127.065661775055 37.28714087973933, 127.0656358676206 37.29164774416718, 127.0712768150881 37.29166831094096, 127.0713023860962 37.28716144317791, 127.065661775055 37.28714087973933)))"
465,다사61b21b,"Yeongtong-gu, Suwon-si",1.619,"MULTIPOLYGON (((127.0656358676206 37.29164774416718, 127.065609954419 37.29615460513945, 127.0712512383876 37.2961751752488, 127.0712768150881 37.29166831094096, 127.0656358676206 37.29164774416718)))"
466,다사62a16b,"Yeongtong-gu, Suwon-si",1.362,"MULTIPOLYGON (((127.0715322692303 37.24659947785134, 127.071506749394 37.25110637670441, 127.0771446773995 37.25112664504223, 127.0771698614815 37.24661974290104, 127.0715322692303 37.24659947785134)))"
467,다사62a17a,"Yeongtong-gu, Suwon-si",1.296,"MULTIPOLYGON (((127.071506749394 37.25110637670441, 127.0714812238773 37.25561327210365, 127.0771194877119 37.25563354372996, 127.0771446773995 37.25112664504223, 127.071506749394 37.25110637670441)))"
468,다사62a17b,"Yeongtong-gu, Suwon-si",1.441,"MULTIPOLYGON (((127.0714812238773 37.25561327210365, 127.0714556926788 37.26012016404888, 127.0770942924172 37.26014043896409, 127.0771194877119 37.25563354372996, 127.0714812238773 37.25561327210365)))"
469,다사62a18a,"Yeongtong-gu, Suwon-si",1.688,"MULTIPOLYGON (((127.0714556926788 37.26012016404888, 127.0714301557972 37.26462705253996, 127.0770690915142 37.26464733074445, 127.0770942924172 37.26014043896409, 127.0714556926788 37.26012016404888)))"
470,다사62a20b,"Yeongtong-gu, Suwon-si",2.15,"MULTIPOLYGON (((127.0713279514132 37.28265457195982, 127.0713023860962 37.28716144317791, 127.0769430028284 37.28718173783459, 127.0769682317928 37.28267486332528, 127.0713279514132 37.28265457195982)))"
471,다사62a21a,"Yeongtong-gu, Suwon-si",2.267,"MULTIPOLYGON (((127.0713023860962 37.28716144317791, 127.0712768150881 37.29166831094096, 127.0769177682479 37.29168860888922, 127.0769430028284 37.28718173783459, 127.0713023860962 37.28716144317791)))"
472,다사62a21b,"Yeongtong-gu, Suwon-si",9.597,"MULTIPOLYGON (((127.0712768150881 37.29166831094096, 127.0712512383876 37.2961751752488, 127.0768925280499 37.29619547648905, 127.0769177682479 37.29168860888922, 127.0712768150881 37.29166831094096)))"
473,다사62b16b,"Yeongtong-gu, Suwon-si",1.401,"MULTIPOLYGON (((127.0771698614815 37.24661974290104, 127.0771446773995 37.25112664504223, 127.0827826110108 37.25114664494583, 127.082807459337 37.24663973956007, 127.0771698614815 37.24661974290104)))"
474,다사62b17a,"Yeongtong-gu, Suwon-si",1.079,"MULTIPOLYGON (((127.0771446773995 37.25112664504223, 127.0771194877119 37.25563354372996, 127.0827577571536 37.25565354687852, 127.0827826110108 37.25114664494583, 127.0771446773995 37.25112664504223)))"
475,다사62b17b,"Yeongtong-gu, Suwon-si",0.612,"MULTIPOLYGON (((127.0771194877119 37.25563354372996, 127.0770942924172 37.26014043896409, 127.082732897764 37.26016044535798, 127.0827577571536 37.25565354687852, 127.0771194877119 37.25563354372996)))"
476,다사62b18a,"Yeongtong-gu, Suwon-si",1.206,"MULTIPOLYGON (((127.0770942924172 37.26014043896409, 127.0770690915142 37.26464733074445, 127.082708032841 37.26466734038406, 127.082732897764 37.26016044535798, 127.0770942924172 37.26014043896409)))"
477,다사62b18b,"Yeongtong-gu, Suwon-si",1.77,"MULTIPOLYGON (((127.0770690915142 37.26464733074445, 127.0770438850016 37.2691542190709, 127.0826831623831 37.2691742319566, 127.082708032841 37.26466734038406, 127.0770690915142 37.26464733074445)))"
478,다사62b20b,"Yeongtong-gu, Suwon-si",2.289,"MULTIPOLYGON (((127.0769682317928 37.28267486332528, 127.0769430028284 37.28718173783459, 127.0825836251769 37.2872017637085, 127.0826085177872 37.28269488595156, 127.0769682317928 37.28267486332528)))"
479,다사62b21a,"Yeongtong-gu, Suwon-si",3.641,"MULTIPOLYGON (((127.0769430028284 37.28718173783459, 127.0769177682479 37.29168860888922, 127.0825587270253 37.29170863801114, 127.0825836251769 37.2872017637085, 127.0769430028284 37.28718173783459)))"
480,다사62b21b,"Yeongtong-gu, Suwon-si",2.162,"MULTIPOLYGON (((127.0769177682479 37.29168860888922, 127.0768925280499 37.29619547648905, 127.082533823331 37.29621550885935, 127.0825587270253 37.29170863801114, 127.0769177682479 37.29168860888922)))"
481,다사63a18b,"Yeongtong-gu, Suwon-si",2.508,"MULTIPOLYGON (((127.082708032841 37.26466734038406, 127.0826831623831 37.2691742319566, 127.0883224453006 37.26919397623305, 127.0883469797026 37.26468708145797, 127.082708032841 37.26466734038406)))"
482,다사63a21a,"Yeongtong-gu, Suwon-si",2.83,"MULTIPOLYGON (((127.0825836251769 37.2872017637085, 127.0825587270253 37.29170863801114, 127.0881996913453 37.29172839830587, 127.0882242530667 37.28722152079883, 127.0825836251769 37.2872017637085)))"
483,다사63a21b,"Yeongtong-gu, Suwon-si",3.425,"MULTIPOLYGON (((127.0825587270253 37.29170863801114, 127.082533823331 37.29621550885935, 127.0881751241561 37.29623527235888, 127.0881996913453 37.29172839830587, 127.0825587270253 37.29170863801114)))"
