,gid,sgg_nm_e,value,geometry
207,다사55b21a,"Paldal-gu, Suwon-si",1.358,"MULTIPOLYGON (((126.9979749137167 37.28687315380643, 126.9979449692776 37.29137997481192, 127.003585842595 37.29140376742249, 127.0036154506253 37.28689694255873, 126.9979749137167 37.28687315380643)))"
208,다사55b21b,"Jangan-gu, Suwon-si",1.045,"MULTIPOLYGON (((126.9979449692776 37.29137997481192, 126.9979150181725 37.29588679235673, 127.0035562279738 37.29591058882604, 127.003585842595 37.29140376742249, 126.9979449692776 37.29137997481192)))"
209,다사55b22a,"Jangan-gu, Suwon-si",1.019,"MULTIPOLYGON (((126.9979150181725 37.29588679235673, 126.9978850604 37.30039360644069, 127.0035266067599 37.30041740676917, 127.0035562279738 37.29591058882604, 126.9979150181725 37.29588679235673)))"
210,다사55b22b,"Jangan-gu, Suwon-si",1.257,"MULTIPOLYGON (((126.9978850604 37.30039360644069, 126.9978550959584 37.30490041706366, 127.003496978952 37.30492422125178, 127.0035266067599 37.30041740676917, 126.9978850604 37.30039360644069)))"
211,다사55b23a,"Jangan-gu, Suwon-si",1.57,"MULTIPOLYGON (((126.9978550959584 37.30490041706366, 126.9978251248463 37.30940722422549, 127.0034673445484 37.3094310322737, 127.003496978952 37.30492422125178, 126.9978550959584 37.30490041706366)))"
212,다사55b23b,"Jangan-gu, Suwon-si",2.017,"MULTIPOLYGON (((126.9978251248463 37.30940722422549, 126.997795147062 37.31391402792602, 127.0034377035476 37.31393783983476, 127.0034673445484 37.3094310322737, 126.9978251248463 37.30940722422549)))"
213,다사55b24a,"Jangan-gu, Suwon-si",1.991,"MULTIPOLYGON (((126.997795147062 37.31391402792602, 126.9977651626041 37.3184208281651, 127.0034080559481 37.31844464393484, 127.0034377035476 37.31393783983476, 126.997795147062 37.31391402792602)))"
214,다사55b24b,"Jangan-gu, Suwon-si",3.007,"MULTIPOLYGON (((126.9977651626041 37.3184208281651, 126.9977351714708 37.32292762494257, 127.0033784017483 37.32295144457377, 127.0034080559481 37.31844464393484, 126.9977651626041 37.3184208281651)))"
215,다사55b25a,"Jangan-gu, Suwon-si",2.839,"MULTIPOLYGON (((126.9977351714708 37.32292762494257, 126.9977051736607 37.3274344182583, 127.0033487409467 37.32745824175139, 127.0033784017483 37.32295144457377, 126.9977351714708 37.32292762494257)))"
216,다사55b25b,"Jangan-gu, Suwon-si",2.93,"MULTIPOLYGON (((126.9977051736607 37.3274344182583, 126.9976751691722 37.33194120811213, 127.0033190735417 37.3319650354676, 127.0033487409467 37.32745824175139, 126.9977051736607 37.3274344182583)))"
217,다사55b26a,"Jangan-gu, Suwon-si",3.322,"MULTIPOLYGON (((126.9976751691722 37.33194120811213, 126.9976451580038 37.33644799450392, 127.0032893995318 37.33647182572219, 127.0033190735417 37.3319650354676, 126.9976751691722 37.33194120811213)))"
218,다사56a14b,"Gwonseon-gu, Suwon-si",4.32,"MULTIPOLYGON (((127.0039997559354 37.22830790451698, 127.0039702334485 37.23281477435004, 127.0096067458555 37.23283824859, 127.0096359329039 37.22833137494807, 127.0039997559354 37.22830790451698)))"
219,다사56a15a,"Gwonseon-gu, Suwon-si",4.706,"MULTIPOLYGON (((127.0039702334485 37.23281477435004, 127.0039407043905 37.23732164072484, 127.0095775523108 37.23734511877412, 127.0096067458555 37.23283824859, 127.0039702334485 37.23281477435004)))"
220,다사56a15b,"Gwonseon-gu, Suwon-si",1.187,"MULTIPOLYGON (((127.0039407043905 37.23732164072484, 127.00391116876 37.24182850364122, 127.0095483522682 37.24185198550027, 127.0095775523108 37.23734511877412, 127.0039407043905 37.23732164072484)))"
221,다사56a16a,"Gwonseon-gu, Suwon-si",1.164,"MULTIPOLYGON (((127.00391116876 37.24182850364122, 127.0038816265553 37.24633536309904, 127.0095191457261 37.2463588487683, 127.0095483522682 37.24185198550027, 127.00391116876 37.24182850364122)))"
222,다사56a16b,"Gwonseon-gu, Suwon-si",1.996,"MULTIPOLYGON (((127.0038816265553 37.24633536309904, 127.0038520777751 37.25084221909812, 127.0094899326831 37.25086570857804, 127.0095191457261 37.2463588487683, 127.0038816265553 37.24633536309904)))"
223,다사56a17a,"Gwonseon-gu, Suwon-si",1.862,"MULTIPOLYGON (((127.0038520777751 37.25084221909812, 127.0038225224176 37.25534907163836, 127.0094607131377 37.25537256492938, 127.0094899326831 37.25086570857804, 127.0038520777751 37.25084221909812)))"
224,다사56a17b,"Gwonseon-gu, Suwon-si",1.663,"MULTIPOLYGON (((127.0038225224176 37.25534907163836, 127.0037929604814 37.25985592071955, 127.0094314870883 37.25987941782212, 127.0094607131377 37.25537256492938, 127.0038225224176 37.25534907163836)))"
225,다사56a18a,"Gwonseon-gu, Suwon-si",1.337,"MULTIPOLYGON (((127.0037929604814 37.25985592071955, 127.003763391965 37.26436276634158, 127.0094022545334 37.26438626725614, 127.0094314870883 37.25987941782212, 127.0037929604814 37.25985592071955)))"
226,다사56a18b,"Paldal-gu, Suwon-si",1.067,"MULTIPOLYGON (((127.003763391965 37.26436276634158, 127.0037338168668 37.26886960850427, 127.0093730154715 37.26889311323128, 127.0094022545334 37.26438626725614, 127.003763391965 37.26436276634158)))"
227,다사56a19a,"Paldal-gu, Suwon-si",0.592,"MULTIPOLYGON (((127.0037338168668 37.26886960850427, 127.0037042351852 37.27337644720748, 127.0093437699011 37.27339995574739, 127.0093730154715 37.26889311323128, 127.0037338168668 37.26886960850427)))"
228,다사56a19b,"Paldal-gu, Suwon-si",0.627,"MULTIPOLYGON (((127.0037042351852 37.27337644720748, 127.0036746469188 37.27788328245106, 127.0093145178206 37.27790679480432, 127.0093437699011 37.27339995574739, 127.0037042351852 37.27337644720748)))"
229,다사56a20a,"Paldal-gu, Suwon-si",1.078,"MULTIPOLYGON (((127.0036746469188 37.27788328245106, 127.003645052066 37.28239011423485, 127.0092852592285 37.2824136304019, 127.0093145178206 37.27790679480432, 127.0036746469188 37.27788328245106)))"
230,다사56a20b,"Paldal-gu, Suwon-si",1.453,"MULTIPOLYGON (((127.003645052066 37.28239011423485, 127.0036154506253 37.28689694255873, 127.0092559941233 37.28692046254001, 127.0092852592285 37.2824136304019, 127.003645052066 37.28239011423485)))"
231,다사56a21a,"Jangan-gu, Suwon-si",1.222,"MULTIPOLYGON (((127.0036154506253 37.28689694255873, 127.003585842595 37.29140376742249, 127.0092267225036 37.29142729121847, 127.0092559941233 37.28692046254001, 127.0036154506253 37.28689694255873)))"
232,다사56a21b,"Jangan-gu, Suwon-si",0.529,"MULTIPOLYGON (((127.003585842595 37.29140376742249, 127.0035562279738 37.29591058882604, 127.0091974443676 37.29593411643713, 127.0092267225036 37.29142729121847, 127.003585842595 37.29140376742249)))"
233,다사56a22a,"Jangan-gu, Suwon-si",0.622,"MULTIPOLYGON (((127.0035562279738 37.29591058882604, 127.0035266067599 37.30041740676917, 127.009168159714 37.30044093819586, 127.0091974443676 37.29593411643713, 127.0035562279738 37.29591058882604)))"
234,다사56a22b,"Jangan-gu, Suwon-si",1.136,"MULTIPOLYGON (((127.0035266067599 37.30041740676917, 127.003496978952 37.30492422125178, 127.0091388685413 37.30494775649449, 127.009168159714 37.30044093819586, 127.0035266067599 37.30041740676917)))"
235,다사56a23a,"Jangan-gu, Suwon-si",2.213,"MULTIPOLYGON (((127.003496978952 37.30492422125178, 127.0034673445484 37.3094310322737, 127.0091095708478 37.30945457133289, 127.0091388685413 37.30494775649449, 127.003496978952 37.30492422125178)))"
236,다사56a23b,"Jangan-gu, Suwon-si",2.464,"MULTIPOLYGON (((127.0034673445484 37.3094310322737, 127.0034377035476 37.31393783983476, 127.009080266632 37.31396138271089, 127.0091095708478 37.30945457133289, 127.0034673445484 37.3094310322737)))"
237,다사56a24a,"Jangan-gu, Suwon-si",2.366,"MULTIPOLYGON (((127.0034377035476 37.31393783983476, 127.0034080559481 37.31844464393484, 127.0090509558925 37.31846819062834, 127.009080266632 37.31396138271089, 127.0034377035476 37.31393783983476)))"
238,다사56a24b,"Jangan-gu, Suwon-si",2.84,"MULTIPOLYGON (((127.0034080559481 37.31844464393484, 127.0033784017483 37.32295144457377, 127.0090216386277 37.32297499508509, 127.0090509558925 37.31846819062834, 127.0034080559481 37.31844464393484)))"
239,다사56a25a,"Jangan-gu, Suwon-si",7.073,"MULTIPOLYGON (((127.0033784017483 37.32295144457377, 127.0033487409467 37.32745824175139, 127.0089923148361 37.32748179608101, 127.0090216386277 37.32297499508509, 127.0033784017483 37.32295144457377)))"
240,다사56a25b,"Jangan-gu, Suwon-si",7.554,"MULTIPOLYGON (((127.0033487409467 37.32745824175139, 127.0033190735417 37.3319650354676, 127.0089629845161 37.33198859361592, 127.0089923148361 37.32748179608101, 127.0033487409467 37.32745824175139)))"
241,다사56a26a,"Jangan-gu, Suwon-si",7.801,"MULTIPOLYGON (((127.0033190735417 37.3319650354676, 127.0032893995318 37.33647182572219, 127.0089336476663 37.33649538768969, 127.0089629845161 37.33198859361592, 127.0033190735417 37.3319650354676)))"
242,다사56a26b,"Jangan-gu, Suwon-si",8.061,"MULTIPOLYGON (((127.0032893995318 37.33647182572219, 127.0032597189154 37.34097861251503, 127.008904304285 37.34100217830215, 127.0089336476663 37.33649538768969, 127.0032893995318 37.33647182572219)))"
243,다사56b14b,"Gwonseon-gu, Suwon-si",2.027,"MULTIPOLYGON (((127.0096359329039 37.22833137494807, 127.0096067458555 37.23283824859, 127.015243264759 37.23286145458065, 127.0152721163673 37.22835457717338, 127.0096359329039 37.22833137494807)))"
244,다사56b15a,"Gwonseon-gu, Suwon-si",2.339,"MULTIPOLYGON (((127.0096067458555 37.23283824859, 127.0095775523108 37.23734511877412, 127.015214406729 37.23736832853056, 127.015243264759 37.23286145458065, 127.0096067458555 37.23283824859)))"
245,다사56b15b,"Gwonseon-gu, Suwon-si",0.609,"MULTIPOLYGON (((127.0095775523108 37.23734511877412, 127.0095483522682 37.24185198550027, 127.0151855422758 37.24187519902294, 127.015214406729 37.23736832853056, 127.0095775523108 37.23734511877412)))"
246,다사56b16a,"Gwonseon-gu, Suwon-si",0.366,"MULTIPOLYGON (((127.0095483522682 37.24185198550027, 127.0095191457261 37.2463588487683, 127.0151566713978 37.24638206605763, 127.0151855422758 37.24187519902294, 127.0095483522682 37.24185198550027)))"
247,다사56b16b,"Gwonseon-gu, Suwon-si",0.757,"MULTIPOLYGON (((127.0095191457261 37.2463588487683, 127.0094899326831 37.25086570857804, 127.0151277940937 37.25088892963451, 127.0151566713978 37.24638206605763, 127.0095191457261 37.2463588487683)))"
248,다사56b17a,"Gwonseon-gu, Suwon-si",1.326,"MULTIPOLYGON (((127.0094899326831 37.25086570857804, 127.0094607131377 37.25537256492938, 127.0150989103618 37.25539578975339, 127.0151277940937 37.25088892963451, 127.0094899326831 37.25086570857804)))"
249,다사56b17b,"Gwonseon-gu, Suwon-si",1.534,"MULTIPOLYGON (((127.0094607131377 37.25537256492938, 127.0094314870883 37.25987941782212, 127.0150700202007 37.25990264641415, 127.0150989103618 37.25539578975339, 127.0094607131377 37.25537256492938)))"
250,다사56b18a,"Gwonseon-gu, Suwon-si",1.159,"MULTIPOLYGON (((127.0094314870883 37.25987941782212, 127.0094022545334 37.26438626725614, 127.0150411236088 37.2644094996166, 127.0150700202007 37.25990264641415, 127.0094314870883 37.25987941782212)))"
251,다사56b18b,"Paldal-gu, Suwon-si",0.46,"MULTIPOLYGON (((127.0094022545334 37.26438626725614, 127.0093730154715 37.26889311323128, 127.0150122205847 37.26891634936062, 127.0150411236088 37.2644094996166, 127.0094022545334 37.26438626725614)))"
252,다사56b19a,"Paldal-gu, Suwon-si",0.483,"MULTIPOLYGON (((127.0093730154715 37.26889311323128, 127.0093437699011 37.27339995574739, 127.0149833111269 37.27342319564606, 127.0150122205847 37.26891634936062, 127.0093730154715 37.26889311323128)))"
253,다사56b19b,"Paldal-gu, Suwon-si",1.254,"MULTIPOLYGON (((127.0093437699011 37.27339995574739, 127.0093145178206 37.27790679480432, 127.0149543952338 37.27793003847275, 127.0149833111269 37.27342319564606, 127.0093437699011 37.27339995574739)))"
254,다사56b20a,"Paldal-gu, Suwon-si",1.819,"MULTIPOLYGON (((127.0093145178206 37.27790679480432, 127.0092852592285 37.2824136304019, 127.0149254729041 37.28243687784055, 127.0149543952338 37.27793003847275, 127.0093145178206 37.27790679480432)))"
255,다사56b20b,"Paldal-gu, Suwon-si",1.208,"MULTIPOLYGON (((127.0092852592285 37.2824136304019, 127.0092559941233 37.28692046254001, 127.014896544136 37.2869437137493, 127.0149254729041 37.28243687784055, 127.0092852592285 37.2824136304019)))"
256,다사56b21a,"Jangan-gu, Suwon-si",0.904,"MULTIPOLYGON (((127.0092559941233 37.28692046254001, 127.0092267225036 37.29142729121847, 127.0148676089282 37.29145054619886, 127.014896544136 37.2869437137493, 127.0092559941233 37.28692046254001)))"
257,다사56b21b,"Jangan-gu, Suwon-si",0.443,"MULTIPOLYGON (((127.0092267225036 37.29142729121847, 127.0091974443676 37.29593411643713, 127.0148386672791 37.29595737518907, 127.0148676089282 37.29145054619886, 127.0092267225036 37.29142729121847)))"
258,다사56b22a,"Jangan-gu, Suwon-si",0.603,"MULTIPOLYGON (((127.0091974443676 37.29593411643713, 127.009168159714 37.30044093819586, 127.0148097191873 37.30046420071978, 127.0148386672791 37.29595737518907, 127.0091974443676 37.29593411643713)))"
259,다사56b22b,"Jangan-gu, Suwon-si",1.321,"MULTIPOLYGON (((127.009168159714 37.30044093819586, 127.0091388685413 37.30494775649449, 127.0147807646512 37.30497102279085, 127.0148097191873 37.30046420071978, 127.009168159714 37.30044093819586)))"
260,다사56b23a,"Jangan-gu, Suwon-si",1.921,"MULTIPOLYGON (((127.0091388685413 37.30494775649449, 127.0091095708478 37.30945457133289, 127.0147518036693 37.30947784140211, 127.0147807646512 37.30497102279085, 127.0091388685413 37.30494775649449)))"
261,다사56b23b,"Jangan-gu, Suwon-si",6.774,"MULTIPOLYGON (((127.0091095708478 37.30945457133289, 127.009080266632 37.31396138271089, 127.0147228362402 37.31398465655342, 127.0147518036693 37.30947784140211, 127.0091095708478 37.30945457133289)))"
262,다사56b24a,"Jangan-gu, Suwon-si",4.501,"MULTIPOLYGON (((127.009080266632 37.31396138271089, 127.0090509558925 37.31846819062834, 127.0146938623622 37.31849146824462, 127.0147228362402 37.31398465655342, 127.009080266632 37.31396138271089)))"
263,다사56b24b,"Jangan-gu, Suwon-si",4.754,"MULTIPOLYGON (((127.0090509558925 37.31846819062834, 127.0090216386277 37.32297499508509, 127.0146648820339 37.32299827647559, 127.0146938623622 37.31849146824462, 127.0090509558925 37.31846819062834)))"
264,다사56b25a,"Jangan-gu, Suwon-si",5.478,"MULTIPOLYGON (((127.0090216386277 37.32297499508509, 127.0089923148361 37.32748179608101, 127.0146358952538 37.32750508124614, 127.0146648820339 37.32299827647559, 127.0090216386277 37.32297499508509)))"
265,다사56b25b,"Jangan-gu, Suwon-si",5.535,"MULTIPOLYGON (((127.0089923148361 37.32748179608101, 127.0089629845161 37.33198859361592, 127.0146069020204 37.33201188255614, 127.0146358952538 37.32750508124614, 127.0089923148361 37.32748179608101)))"
266,다사56b26a,"Jangan-gu, Suwon-si",7.473,"MULTIPOLYGON (((127.0089629845161 37.33198859361592, 127.0089336476663 37.33649538768969, 127.0145779023321 37.33651868040544, 127.0146069020204 37.33201188255614, 127.0089629845161 37.33198859361592)))"
267,다사56b26b,"Jangan-gu, Suwon-si",7.561,"MULTIPOLYGON (((127.0089336476663 37.33649538768969, 127.008904304285 37.34100217830215, 127.0145488961875 37.34102547479387, 127.0145779023321 37.33651868040544, 127.0089336476663 37.33649538768969)))"
268,다사56b27a,"Jangan-gu, Suwon-si",9.724,"MULTIPOLYGON (((127.008904304285 37.34100217830215, 127.0088749543708 37.34550896545316, 127.0145198835851 37.34553226572132, 127.0145488961875 37.34102547479387, 127.008904304285 37.34100217830215)))"
269,다사57a14a,"Gwonseon-gu, Suwon-si",3.308,"MULTIPOLYGON (((127.0153009615553 37.22384769630887, 127.0152721163673 37.22835457717338, 127.0209083062508 37.22837751119195, 127.0209368160719 37.22387062660604, 127.0153009615553 37.22384769630887)))"
270,다사57a14b,"Gwonseon-gu, Suwon-si",3.278,"MULTIPOLYGON (((127.0152721163673 37.22835457717338, 127.015243264759 37.23286145458065, 127.0208797900842 37.23288439232105, 127.0209083062508 37.22837751119195, 127.0152721163673 37.22835457717338)))"
271,다사57a15a,"Gwonseon-gu, Suwon-si",2.013,"MULTIPOLYGON (((127.015243264759 37.23286145458065, 127.015214406729 37.23736832853056, 127.0208512675704 37.23739126999322, 127.0208797900842 37.23288439232105, 127.015243264759 37.23286145458065)))"
272,다사57a15b,"Gwonseon-gu, Suwon-si",0.745,"MULTIPOLYGON (((127.015214406729 37.23736832853056, 127.0151855422758 37.24187519902294, 127.0208227387081 37.2418981442083, 127.0208512675704 37.23739126999322, 127.015214406729 37.23736832853056)))"
273,다사57a16a,"Gwonseon-gu, Suwon-si",1.667,"MULTIPOLYGON (((127.0151855422758 37.24187519902294, 127.0151566713978 37.24638206605763, 127.0207942034958 37.24640501496612, 127.0208227387081 37.2418981442083, 127.0151855422758 37.24187519902294)))"
274,다사57a16b,"Gwonseon-gu, Suwon-si",1.169,"MULTIPOLYGON (((127.0151566713978 37.24638206605763, 127.0151277940937 37.25088892963451, 127.0207656619319 37.25091188226656, 127.0207942034958 37.24640501496612, 127.0151566713978 37.24638206605763)))"
275,다사57a17a,"Gwonseon-gu, Suwon-si",1.472,"MULTIPOLYGON (((127.0151277940937 37.25088892963451, 127.0150989103618 37.25539578975339, 127.0207371140151 37.25541874610946, 127.0207656619319 37.25091188226656, 127.0151277940937 37.25088892963451)))"
276,다사57a17b,"Gwonseon-gu, Suwon-si",1.231,"MULTIPOLYGON (((127.0150989103618 37.25539578975339, 127.0150700202007 37.25990264641415, 127.0207085597438 37.25992560649465, 127.0207371140151 37.25541874610946, 127.0150989103618 37.25539578975339)))"
277,다사57a18a,"Gwonseon-gu, Suwon-si",1.054,"MULTIPOLYGON (((127.0150700202007 37.25990264641415, 127.0150411236088 37.2644094996166, 127.0206799991165 37.26443246342199, 127.0207085597438 37.25992560649465, 127.0150700202007 37.25990264641415)))"
278,다사57a18b,"Paldal-gu, Suwon-si",0.552,"MULTIPOLYGON (((127.0150411236088 37.2644094996166, 127.0150122205847 37.26891634936062, 127.0206514321317 37.26893931689133, 127.0206799991165 37.26443246342199, 127.0150411236088 37.2644094996166)))"
279,다사57a19a,"Paldal-gu, Suwon-si",0.891,"MULTIPOLYGON (((127.0150122205847 37.26891634936062, 127.0149833111269 37.27342319564606, 127.020622858788 37.27344616690252, 127.0206514321317 37.26893931689133, 127.0150122205847 37.26891634936062)))"
280,다사57a19b,"Paldal-gu, Suwon-si",1.071,"MULTIPOLYGON (((127.0149833111269 37.27342319564606, 127.0149543952338 37.27793003847275, 127.0205942790839 37.27795301345542, 127.020622858788 37.27344616690252, 127.0149833111269 37.27342319564606)))"
281,다사57a20a,"Paldal-gu, Suwon-si",0.656,"MULTIPOLYGON (((127.0149543952338 37.27793003847275, 127.0149254729041 37.28243687784055, 127.0205656930179 37.28245985654983, 127.0205942790839 37.27795301345542, 127.0149543952338 37.27793003847275)))"
282,다사57a20b,"Paldal-gu, Suwon-si",0.695,"MULTIPOLYGON (((127.0149254729041 37.28243687784055, 127.014896544136 37.2869437137493, 127.0205371005884 37.28696669618567, 127.0205656930179 37.28245985654983, 127.0149254729041 37.28243687784055)))"
283,다사57a21a,"Jangan-gu, Suwon-si",1.09,"MULTIPOLYGON (((127.014896544136 37.2869437137493, 127.0148676089282 37.29145054619886, 127.0205085017941 37.29147353236273, 127.0205371005884 37.28696669618567, 127.014896544136 37.2869437137493)))"
284,다사57a21b,"Jangan-gu, Suwon-si",1.115,"MULTIPOLYGON (((127.0148676089282 37.29145054619886, 127.0148386672791 37.29595737518907, 127.0204798966334 37.29598036508088, 127.0205085017941 37.29147353236273, 127.0148676089282 37.29145054619886)))"
285,다사57a22a,"Jangan-gu, Suwon-si",0.862,"MULTIPOLYGON (((127.0148386672791 37.29595737518907, 127.0148097191873 37.30046420071978, 127.0204512851048 37.30048719433998, 127.0204798966334 37.29598036508088, 127.0148386672791 37.29595737518907)))"
286,다사57a22b,"Jangan-gu, Suwon-si",1.763,"MULTIPOLYGON (((127.0148097191873 37.30046420071978, 127.0147807646512 37.30497102279085, 127.0204226672069 37.30499402013986, 127.0204512851048 37.30048719433998, 127.0148097191873 37.30046420071978)))"
287,다사57a23a,"Jangan-gu, Suwon-si",1.985,"MULTIPOLYGON (((127.0147807646512 37.30497102279085, 127.0147518036693 37.30947784140211, 127.0203940429382 37.30950084248038, 127.0204226672069 37.30499402013986, 127.0147807646512 37.30497102279085)))"
288,다사57a23b,"Jangan-gu, Suwon-si",7.226,"MULTIPOLYGON (((127.0147518036693 37.30947784140211, 127.0147228362402 37.31398465655342, 127.0203654122971 37.31400766136139, 127.0203940429382 37.30950084248038, 127.0147518036693 37.30947784140211)))"
289,다사57a24a,"Jangan-gu, Suwon-si",4.171,"MULTIPOLYGON (((127.0147228362402 37.31398465655342, 127.0146938623622 37.31849146824462, 127.0203367752821 37.31851447678274, 127.0203654122971 37.31400766136139, 127.0147228362402 37.31398465655342)))"
290,다사57a24b,"Jangan-gu, Suwon-si",5.306,"MULTIPOLYGON (((127.0146938623622 37.31849146824462, 127.0146648820339 37.32299827647559, 127.0203081318919 37.32302128874426, 127.0203367752821 37.31851447678274, 127.0146938623622 37.31849146824462)))"
291,다사57a25a,"Jangan-gu, Suwon-si",5.155,"MULTIPOLYGON (((127.0146648820339 37.32299827647559, 127.0146358952538 37.32750508124614, 127.0202794821248 37.32752809724585, 127.0203081318919 37.32302128874426, 127.0146648820339 37.32299827647559)))"
292,다사57a25b,"Jangan-gu, Suwon-si",5.566,"MULTIPOLYGON (((127.0146358952538 37.32750508124614, 127.0146069020204 37.33201188255614, 127.0202508259795 37.33203490228728, 127.0202794821248 37.32752809724585, 127.0146358952538 37.32750508124614)))"
293,다사57a26a,"Jangan-gu, Suwon-si",6.617,"MULTIPOLYGON (((127.0146069020204 37.33201188255614, 127.0145779023321 37.33651868040544, 127.0202221634543 37.33654170386848, 127.0202508259795 37.33203490228728, 127.0146069020204 37.33201188255614)))"
294,다사57a26b,"Jangan-gu, Suwon-si",7.369,"MULTIPOLYGON (((127.0145779023321 37.33651868040544, 127.0145488961875 37.34102547479387, 127.0201934945479 37.34104850198924, 127.0202221634543 37.33654170386848, 127.0145779023321 37.33651868040544)))"
295,다사57a27a,"Jangan-gu, Suwon-si",7.727,"MULTIPOLYGON (((127.0145488961875 37.34102547479387, 127.0145198835851 37.34553226572132, 127.0201648192587 37.34555529664947, 127.0201934945479 37.34104850198924, 127.0145488961875 37.34102547479387)))"
296,다사57a27b,"Jangan-gu, Suwon-si",5.132,"MULTIPOLYGON (((127.0145198835851 37.34553226572132, 127.0144908645232 37.35003905318759, 127.0201361375852 37.35006208784895, 127.0201648192587 37.34555529664947, 127.0145198835851 37.34553226572132)))"
297,다사57b15a,"Gwonseon-gu, Suwon-si",1.472,"MULTIPOLYGON (((127.0208797900842 37.23288439232105, 127.0208512675704 37.23739126999322, 127.0264881347604 37.23741394316114, 127.0265163217564 37.23290706181023, 127.0208797900842 37.23288439232105)))"
298,다사57b15b,"Gwonseon-gu, Suwon-si",1.329,"MULTIPOLYGON (((127.0208512675704 37.23739126999322, 127.0208227387081 37.2418981442083, 127.0264599414905 37.24192082105537, 127.0264881347604 37.23741394316114, 127.0208512675704 37.23739126999322)))"
299,다사57b16a,"Gwonseon-gu, Suwon-si",1.539,"MULTIPOLYGON (((127.0208227387081 37.2418981442083, 127.0207942034958 37.24640501496612, 127.0264317419452 37.2464276954928, 127.0264599414905 37.24192082105537, 127.0208227387081 37.2418981442083)))"
300,다사57b16b,"Gwonseon-gu, Suwon-si",2.811,"MULTIPOLYGON (((127.0207942034958 37.24640501496612, 127.0207656619319 37.25091188226656, 127.0264035361232 37.25093456647326, 127.0264317419452 37.2464276954928, 127.0207942034958 37.24640501496612)))"
301,다사57b17a,"Gwonseon-gu, Suwon-si",1.133,"MULTIPOLYGON (((127.0207656619319 37.25091188226656, 127.0207371140151 37.25541874610946, 127.0263753240229 37.25544143399662, 127.0264035361232 37.25093456647326, 127.0207656619319 37.25091188226656)))"
302,다사57b17b,"Gwonseon-gu, Suwon-si",0.8,"MULTIPOLYGON (((127.0207371140151 37.25541874610946, 127.0207085597438 37.25992560649465, 127.0263471056428 37.25994829806271, 127.0263753240229 37.25544143399662, 127.0207371140151 37.25541874610946)))"
303,다사57b18a,"Gwonseon-gu, Suwon-si",0.915,"MULTIPOLYGON (((127.0207085597438 37.25992560649465, 127.0206799991165 37.26443246342199, 127.0263188809816 37.26445515867137, 127.0263471056428 37.25994829806271, 127.0207085597438 37.25992560649465)))"
304,다사57b18b,"Paldal-gu, Suwon-si",1.218,"MULTIPOLYGON (((127.0206799991165 37.26443246342199, 127.0206514321317 37.26893931689133, 127.0262906500376 37.26896201582247, 127.0263188809816 37.26445515867137, 127.0206799991165 37.26443246342199)))"
305,다사57b19a,"Paldal-gu, Suwon-si",1.12,"MULTIPOLYGON (((127.0206514321317 37.26893931689133, 127.020622858788 37.27344616690252, 127.0262624128095 37.27346886951584, 127.0262906500376 37.26896201582247, 127.0206514321317 37.26893931689133)))"
306,다사57b19b,"Paldal-gu, Suwon-si",1.365,"MULTIPOLYGON (((127.020622858788 37.27344616690252, 127.0205942790839 37.27795301345542, 127.0262341692958 37.27797571975135, 127.0262624128095 37.27346886951584, 127.020622858788 37.27344616690252)))"
307,다사57b20a,"Paldal-gu, Suwon-si",1.054,"MULTIPOLYGON (((127.0205942790839 37.27795301345542, 127.0205656930179 37.28245985654983, 127.0262059194951 37.28248256652883, 127.0262341692958 37.27797571975135, 127.0205942790839 37.27795301345542)))"
308,다사57b20b,"Paldal-gu, Suwon-si",0.997,"MULTIPOLYGON (((127.0205656930179 37.28245985654983, 127.0205371005884 37.28696669618567, 127.0261776634057 37.28698940984814, 127.0262059194951 37.28248256652883, 127.0205656930179 37.28245985654983)))"
309,다사57b21a,"Jangan-gu, Suwon-si",0.596,"MULTIPOLYGON (((127.0205371005884 37.28696669618567, 127.0205085017941 37.29147353236273, 127.0261494010264 37.29149624970912, 127.0261776634057 37.28698940984814, 127.0205371005884 37.28696669618567)))"
310,다사57b21b,"Jangan-gu, Suwon-si",0.683,"MULTIPOLYGON (((127.0205085017941 37.29147353236273, 127.0204798966334 37.29598036508088, 127.0261211323555 37.29600308611163, 127.0261494010264 37.29149624970912, 127.0205085017941 37.29147353236273)))"
311,다사57b22a,"Jangan-gu, Suwon-si",1.266,"MULTIPOLYGON (((127.0204798966334 37.29598036508088, 127.0204512851048 37.30048719433998, 127.0260928573917 37.30050991905549, 127.0261211323555 37.29600308611163, 127.0204798966334 37.29598036508088)))"
312,다사57b22b,"Jangan-gu, Suwon-si",1.932,"MULTIPOLYGON (((127.0204512851048 37.30048719433998, 127.0204226672069 37.30499402013986, 127.0260645761335 37.3050167485406, 127.0260928573917 37.30050991905549, 127.0204512851048 37.30048719433998)))"
313,다사57b23a,"Jangan-gu, Suwon-si",3.222,"MULTIPOLYGON (((127.0204226672069 37.30499402013986, 127.0203940429382 37.30950084248038, 127.0260362885793 37.30952357456677, 127.0260645761335 37.3050167485406, 127.0204226672069 37.30499402013986)))"
314,다사57b23b,"Jangan-gu, Suwon-si",2.968,"MULTIPOLYGON (((127.0203940429382 37.30950084248038, 127.0203654122971 37.31400766136139, 127.0260079947278 37.31403039713386, 127.0260362885793 37.30952357456677, 127.0203940429382 37.30950084248038)))"
